ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Npas2_CT0/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT4/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT8/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT12/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT16/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT20/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_Input/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
787	chr5	140681911	140682300	140682135	9	intron (uc009ahj.1, intron 10 of 17)	intron (NM_010752, intron 10 of 17)	-1234	uc009ahl.1	BC046508	Mus musculus, clone IMAGE:3965211, mRNA.	2.88	6.73	11.53	2.88	3.84	0.96	0.96	Npas2-787	0	burg	1	23.0751445087	3.8499629621	7.9089368191	4.8033333333	0.6435788635	0.5643741665	0.7214760968	0.0096346408	0.0018531724	0.0277519364
788	chr6	35253481	35253741	35253650	9	intron (uc009bip.2, intron 1 of 15)	intron (NM_172892, intron 1 of 15)	4515	uc009bip.2	Slc13a4	solute carrier family 13, member 4	3.84	3.84	10.57	7.69	2.88	2.88	1.92	Npas2-788	0	burg	1	22.9425287356	3.3792736691	9.6027671573	5.2833333333	0.7267384073	0.6660136089	0.5434260986	0.0029147659	0.0009190776	0.0137635245
789	chr6	38803641	38803990	38803875	9	intron (uc009bkx.2, intron 1 of 14)	intron (NM_010433, intron 1 of 14)	22374	uc009bkx.2	Hipk2	homeodomain-interacting protein kinase 2 isoform	11.53	4.81	9.61	5.77	5.77	0.96	3.84	Npas2-789	0	default	1	24	1.5692227366	6.1411161599	6.4083333333	0.1243417539	-0.0702489675	0.5312322027	0.5501813798	0.0389847183	0.5838104439
790	chr6	71139681	71140040	71139785	9	Intergenic	Intergenic	-10022	uc009cgh.1	Fabp1	fatty acid-binding protein, liver	2.88	1.92	9.61	1.92	2.88	0.96	1.92	Npas2-790	1	burg	1	22.9425287356	2.4500032467	8.7721953032	3.3616666667	0.3793628477	0.2414434805	0.8538216356	0.1168880095	0.0106154588	0.1589703862
791	chr6	71186471	71186840	71186690	9	intron (uc009cgj.2, intron 4 of 9)	LTR33|LTR|ERVL	25620	uc009cgj.2	Smyd1	SET and MYND domain-containing protein 1 isoform	11.53	11.53	12.5	12.5	5.77	2.88	2.88	Npas2-791	0	burg	1	25.5897435897	4.0380731691	6.3557867233	9.4516666667	0.6755775261	0.603483643	0.3957904761	0.0063095617	0.0014375125	0.0215272763
792	chr6	72091291	72091491	72091400	9	intron (uc009chy.1, intron 3 of 6)	intron (NM_011375, intron 3 of 6)	-18451	uc009cia.1	AK016225	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930565C19 product:unclassifiable, full insert sequence.	8.65	7.69	7.69	2.88	2.88	1.92	0	Npas2-792	1	mle	1	27.3424657534	2.6931269335	1.4931506849	5.285	0.6676903925	0.5938438131	0.5226721651	0.0070298011	0.0015173105	0.022722281
793	chr6	72297751	72298130	72297850	9	intron (uc012enj.1, intron 1 of 1)	intron (NM_026696, intron 2 of 3)	512	uc012enj.1	BC054353	Mus musculus cDNA clone IMAGE:3962411, partial cds.	0.96	4.81	9.61	6.73	5.77	0	1.92	Npas2-793	0	mle	1	24.0481927711	4.4529913484	9.7586841458	4.6466666667	0.9078651217	0.8873907042	0.7107652382	0.000021873	8.84223841072E-005	0.0013241576
794	chr6	86535181	86535600	86535355	9	Intergenic	Intergenic	-42778	uc009csf.1	Asprv1	retroviral-like aspartic protease 1 precursor	3.84	4.81	13.46	5.77	8.65	1.92	4.81	Npas2-794	0	mle	1	24.0481927711	3.900885162	9.7396189412	6.4083333333	0.5399732305	0.4377450595	0.5854518059	0.0303755374	0.0039841715	0.0596644291
795	chr6	90413471	90413681	90413610	9	intron (uc009cxj.1, intron 1 of 2)	CpG	956	uc009cxj.1	Klf15	Krueppel-like factor 15	10.57	3.84	5.77	4.81	2.88	0.96	0	Npas2-795	0	default	1	24	1.3833875123	3.2377333143	4.805	0.1299733758	-0.063365874	0.621959525	0.5344369085	0.0379372994	0.5681249621
796	chr6	95663311	95663640	95663485	9	intron (uc009daa.2, intron 1 of 10)	intron (NM_011507, intron 1 of 10)	5356	uc009daa.2	Suclg2	succinyl-CoA ligase [GDP-forming] subunit beta,	7.69	5.77	12.5	1.92	1.92	0.96	0.96	Npas2-796	1	yule-walker	1	23.7619047619	3.790747527	5.8948222893	5.1266666667	0.4840458445	0.3693893654	0.7934396661	0.050903778	0.0057610161	0.0862733278
797	chr6	97219731	97220140	97219955	9	Intergenic	Intergenic	-17161	uc009das.1	Lmod3	leiomodin-3	11.53	13.46	15.38	6.73	7.69	3.84	5.77	Npas2-797	0	burg	1	24.0481927711	4.219462957	5.8013960491	9.7716666667	0.6489976644	0.5709971454	0.4113007333	0.0089928019	0.00178115	0.0266733736
798	chr6	108416271	108416530	108416425	9	intron (uc009ddh.2, intron 44 of 61)	intron (NM_010585, intron 44 of 61)	156761	uc009ddl.1	AK002866	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610040F04 product:unclassifiable, full insert sequence.	3.84	1.92	9.61	6.73	4.81	0.96	1.92	Npas2-798	1	burg	1	23.3450292398	3.2919492794	10.5201952474	4.645	0.664726056	0.5902207352	0.6256778013	0.0073164282	0.0015608933	0.0233749485
799	chr6	108612341	108612760	108612550	9	exon (uc009ddn.1, exon 4 of 5)	exon (NM_011498, exon 4 of 5)	-1622	uc009ddk.1	AK039720	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610040F04 product:unclassifiable, full insert sequence.	5.77	12.5	8.65	3.84	0.96	0.96	1.92	Npas2-799	0	mle	1	23.6213017751	4.904946128	5.5613390254	5.4466666667	0.8000732259	0.7556450539	0.760539541	0.0007143636	0.0003951782	0.0059179384
800	chr6	108618451	108618820	108618525	9	Intergenic	CpG	-7707	uc009ddk.1	AK039720	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610040F04 product:unclassifiable, full insert sequence.	0.96	1.92	9.61	0.96	0.96	0.96	0.96	Npas2-800	0	burg	1	22.4269662921	3.0137017574	8.4928280229	2.5616666667	0.4615198606	0.3418576074	1.2380776705	0.0616969372	0.006549061	0.0980745894
801	chr6	112449471	112449890	112449630	9	Intergenic	Intergenic	-9878	uc009deb.1	Oxtr	oxytocin receptor	5.77	1.92	15.38	2.88	0.96	0	7.69	Npas2-801	0	burg	1	23.0751445087	4.5398161789	8.0178971852	4.485	0.4018643866	0.2689453614	1.1587352906	0.0989916302	0.0093231259	0.1396172275
802	chr6	113094871	113095180	113095065	9	intron (uc009deq.1, intron 18 of 21)	MIRm|SINE|MIR	50353	uc009dev.1	Lhfpl4	lipoma HMGIC fusion partner-like 4 protein	1.92	0.96	11.53	5.77	1.92	0	3.84	Npas2-802	1	burg	1	23.2093023256	4.45061477	9.7235371962	3.6833333333	0.6638814228	0.5891884057	1.069596738	0.0073997377	0.0015744057	0.0235773018
803	chr6	114828901	114829290	114829005	9	intron (uc009dif.1, intron 2 of 4)	intron (NM_177683, intron 2 of 4)	-19735	uc009did.1	AK202580	Mus musculus cDNA, clone:Y1G0129L23, strand:unspecified.	0	0.96	10.57	0.96	0.96	0	0	Npas2-803	0	burg	1	22.4269662921	3.6180747757	9.070050038	2.2416666667	0.4832347257	0.3683979981	1.6725083475	0.0512648805	0.0057656907	0.0863433316
804	chr6	119369051	119369390	119369070	9	Intergenic	Intergenic	-1719	uc009dme.1	Adipor2	adiponectin receptor protein 2	0.96	0.96	7.69	1.92	2.88	0.96	0	Npas2-804	1	burg	1	22.9425287356	2.1969304511	9.8960487431	2.5616666667	0.4381330614	0.3132737417	0.9361969261	0.0747051688	0.0076084856	0.1139398601
805	chr6	121072721	121073051	121072855	9	Intergenic	Intergenic	-41259	uc009dnz.2	Mical3	protein MICAL-3	5.77	4.81	14.42	5.77	1.92	2.88	0	Npas2-805	0	burg	1	22.9425287356	4.1594721435	8.1203255833	5.9283333333	0.5505216493	0.4506375714	0.6843850479	0.0273646252	0.0037188046	0.0556904619
806	chr6	124428411	124428690	124428525	9	Intergenic	Intergenic	-13748	uc009dqw.2	Clstn3	calsyntenin-3 precursor	7.69	6.73	8.65	9.61	4.81	1.92	3.84	Npas2-806	0	burg	1	24.6419753086	2.7221913944	8.1552428034	6.5683333333	0.609482892	0.5227013124	0.3909684362	0.0145338372	0.0024350573	0.0364658762
807	chr6	128543911	128544300	128544190	9	Intergenic	Intergenic	-12481	uc009eeh.2	BC048546	ovostatin homolog precursor	2.88	6.73	12.5	4.81	0	0.96	0.96	Npas2-807	0	burg	1	22.9425287356	5.1622468034	7.8081894374	4.6466666667	0.8055218465	0.762304479	0.8974714043	0.0006308392	0.0003831904	0.0057384163
808	chr6	144005431	144005661	144005545	9	intron (uc009eqk.2, intron 3 of 14)	intron (NM_011444, intron 3 of 14)	152532	uc009eqk.2	Sox5	transcription factor SOX-5 isoform a	0.96	1.92	8.65	5.77	2.88	0.96	1.92	Npas2-808	0	mle	1	24.0481927711	3.6150757838	9.8077860314	3.5233333333	0.8241553819	0.7850788001	0.7982093616	0.0004009414	0.00030825	0.0046161569
809	chr7	4102401	4102751	4102635	9	TTS (uc009exe.1)	TTS (NM_021454)	-1102	uc009exd.1	Leng9	leukocyte receptor cluster member 9	7.69	6.73	12.5	10.57	6.73	2.88	0	Npas2-809	1	burg	1	24.0481927711	3.6914122269	9.1785289649	7.85	0.7567980953	0.7027532276	0.3900676327	0.0017252474	0.0006844121	0.0102493216
810	chr7	14981951	14982330	14982050	9	Intergenic	Intergenic	49796	uc009fgc.2	2810007J24Rik	sulfotransferase-like protein 1	2.88	6.73	1.92	10.57	2.88	0.96	1.92	Npas2-810	0	mle	1	24.0481927711	2.500552576	9.9885272004	4.3233333333	0.2855972439	0.1268410759	0.7675365087	0.2201628538	0.0177185483	0.2653417549
811	chr7	35954431	35954720	35954525	9	Intergenic	Intergenic	-16829	uc009gjn.2	Slc7a10	asc-type amino acid transporter 1	8.65	9.61	13.46	7.69	1.92	3.84	0.96	Npas2-811	1	burg	1	23.6213017751	4.4009539645	6.5437726463	7.5283333333	0.7583704263	0.7046749655	0.5024810293	0.0016756195	0.0006739192	0.0100921876
812	chr7	52359241	52359540	52359430	9	promoter-TSS (uc009gtf.2)	promoter-TSS (NM_010189)	-198	uc009gtf.2	Fcgrt	IgG receptor FcRn large subunit p51 precursor	5.77	5.77	11.53	8.65	6.73	3.84	7.69	Npas2-812	0	mle	1	24.0481927711	3.0738146723	9.5423898061	7.0483333333	0.7857533968	0.7381430405	0.3490383051	0.0009752428	0.0004687674	0.0070199642
813	chr7	52712601	52712861	52712710	9	TTS (uc009gvf.1)	TTS (NM_030678)	2525	uc009gvf.1	Ftl1	ferritin light chain 1	4.81	4.81	10.57	8.65	2.88	0.96	2.88	Npas2-813	0	burg	1	23.3450292398	4.0196461933	9.1916667458	5.4466666667	0.8081420031	0.7655068927	0.5998107785	0.0005934848	0.0003757758	0.0056273797
814	chr7	52829311	52829681	52829525	9	intron (uc009gwb.1, intron 3 of 3)	intron (NM_009737, intron 1 of 10)	1047	uc009gwb.1	AK085337	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610005C13 product:unclassifiable, full insert sequence.	7.69	5.77	15.38	1.92	1.92	1.92	1.92	Npas2-814	1	yule-walker	1	23.2093023256	4.423360809	6.5188992858	5.7666666667	0.4411195107	0.3169238464	0.8391640272	0.0729348793	0.0074570906	0.1116726654
815	chr7	56686261	56686531	56686395	9	intron (uc009hbm.2, intron 6 of 37)	intron (NM_175272, intron 6 of 37)	184837	uc009hbm.2	Nav2	neuron navigator 2 isoform 1	6.73	5.77	10.57	3.84	2.88	0	1.92	Npas2-815	1	burg	1	24.6419753086	3.3617042133	6.3750720191	4.965	0.5961883538	0.5064524324	0.6651780095	0.0168968123	0.0026800131	0.040134179
816	chr7	71048621	71049050	71048770	9	intron (uc009hfn.2, intron 1 of 1)	intron (NM_021366, intron 1 of 1)	34966	uc009hfn.2	Klf13	Krueppel-like factor 13	1.92	6.73	11.53	8.65	4.81	2.88	4.81	Npas2-816	0	mle	1	24.0481927711	4.5353292624	9.2099629136	6.0866666667	0.9351829566	0.9207791692	0.5444380355	4.49367309974E-006	4.42792259365E-005	0.0006630976
817	chr7	86455111	86455530	86455285	9	intron (uc009hyc.1, intron 3 of 10)	L1M5|LINE|L1	37168	uc009hyc.1	Abhd2	abhydrolase domain-containing protein 2	3.84	0.96	11.53	4.81	1.92	0.96	2.88	Npas2-817	0	burg	1	22.4269662921	3.419323538	9.6898931583	4.0033333333	0.4661203336	0.3474804078	0.9132054731	0.0593601804	0.0063577863	0.0952101806
818	chr7	107731211	107731410	107731310	9	intron (uc009ing.1, intron 1 of 7)	CpG	334	uc009ing.1	Mrpl48	39S ribosomal protein L48, mitochondrial	5.77	2.88	8.65	3.84	2.88	0.96	0.96	Npas2-818	0	mle	1	24.490797546	2.0613324854	7.3041628781	4.1633333333	0.3779023467	0.2396584238	0.5913747837	0.1181309057	0.0106791228	0.1599237778
819	chr7	126669581	126669920	126669690	9	promoter-TSS (uc009jlf.1)	promoter-TSS (NM_178758)	-29	uc009jlf.1	Acsm5	acyl-coenzyme A synthetase ACSM5, mitochondrial	9.61	5.77	13.46	8.65	7.69	4.81	0	Npas2-819	1	default	1	24	2.3101296101	8.9289790043	8.3316666667	0.3514563651	0.2073355573	0.3373908838	0.1424709782	0.0124373308	0.1862535877
820	chr7	126892311	126892690	126892495	9	Intergenic	Intergenic	-11937	uc009jls.1	Acsm3	acyl-coenzyme A synthetase ACSM3, mitochondrial	4.81	2.88	11.53	5.77	4.81	0.96	3.84	Npas2-820	1	burg	1	23.9041916168	3.3930889623	9.272713196	5.1266666667	0.5529887691	0.45365294	0.6371865131	0.0266951863	0.0036600606	0.0548107487
821	chr7	134505051	134505270	134505160	9	Intergenic	Intergenic	14404	uc009jvd.1	Zfp747	zinc finger protein 747	6.73	3.84	8.65	2.88	4.81	2.88	0.96	Npas2-821	0	mle	1	24.95	1.1225358634	5.3260822017	4.965	0.1548307145	-0.0329846822	0.4247038841	0.4690797406	0.0337384133	0.5052451038
822	chr7	140942361	140942590	140942475	9	intron (uc009kdk.1, intron 2 of 11)	intron (NM_133941, intron 2 of 11)	3192	uc009kdm.1	AK041267	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530095I10 product:unclassifiable, full insert sequence.	5.77	8.65	4.81	4.81	2.88	0.96	0.96	Npas2-822	0	burg	1	26.091503268	2.2906682149	4.0854303142	4.6466666667	0.593093892	0.5026703125	0.5127082697	0.0174873475	0.0027324442	0.0409193533
823	chr7	143177711	143178030	143177865	9	Intergenic	Intergenic	132505	uc009ken.1	AK031861	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330420H09 product:unclassifiable, full insert sequence.	11.53	7.69	12.5	9.61	5.77	1.92	1.92	Npas2-823	0	mle	1	25.2658227848	3.2482680914	6.6040445139	8.17	0.4729893142	0.3558758285	0.4389474178	0.0559999185	0.0061127383	0.0915404963
824	chr7	147301631	147301901	147301715	9	intron (uc009kgx.1, intron 1 of 7)	intron (NM_053119, intron 1 of 7)	556	uc009kgx.1	Echs1	enoyl-CoA hydratase, mitochondrial precursor	3.84	4.81	11.53	2.88	3.84	1.92	4.81	Npas2-824	0	burg	1	22.9425287356	3.0763523387	8.1146886595	4.8033333333	0.4982720197	0.3867769129	0.6534879703	0.0448856425	0.0052498913	0.0786190465
825	chr8	10891901	10892250	10892100	9	Intergenic	Intergenic	-7847	uc009kux.1	BC052524	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833411C07 product:unclassifiable, full insert sequence.	5.77	2.88	10.57	4.81	3.84	0.96	2.88	Npas2-825	1	default	1	24	2.7146791678	8.4600704998	4.805	0.4330608553	0.3070743787	0.621959525	0.0777882496	0.0078364287	0.1173533912
826	chr8	13036631	13037000	13036730	9	promoter-TSS (uc009kws.1)	promoter-TSS (NM_007972)	-493	uc009kws.1	F10	coagulation factor X precursor	0.96	2.88	10.57	1.92	1.92	0.96	0	Npas2-826	1	burg	1	22.9425287356	3.4488786669	8.5867703369	3.2016666667	0.5420628013	0.4402989793	1.0494044767	0.0297595702	0.0039460568	0.0590936461
827	chr8	27993001	27993350	27993225	9	Intergenic	Intergenic	-94633	uc012gbq.1	Zfp703	zinc finger protein 703 isoform 1	0	2.88	10.57	1.92	0.96	0.96	1.92	Npas2-827	0	burg	1	22.3016759777	3.7949875516	8.805516457	2.8816666667	0.5864401836	0.4945380022	1.2328207581	0.0188114599	0.0028655018	0.0429119391
828	chr8	41971321	41971650	41971435	9	intron (uc009lng.1, intron 1 of 11)	intron (NM_001044740, intron 1 of 11)	23764	uc009lng.1	Slc7a2	low affinity cationic amino acid transporter 2	2.88	3.84	3.84	9.61	0.96	0.96	1.92	Npas2-828	1	burg	1	23.4823529412	2.7506200971	10.1201117851	3.6816666667	0.4642393302	0.3451814036	0.7891907663	0.0603071396	0.0064329892	0.0963363711
829	chr8	47412651	47412981	47412785	9	Intergenic	Intergenic	-32791	uc009lqd.1	Helt	hairy and enhancer of split-related protein	6.73	10.57	6.73	13.46	5.77	0.96	0	Npas2-829	0	yule-walker	1	25.2658227848	3.8509755163	8.2266800418	7.37	0.4826548905	0.3676893106	0.5307223122	0.0515242366	0.0057857942	0.0866443894
830	chr8	47461441	47461860	47461555	9	Intergenic	L1MB3|LINE|L1	-81625	uc009lqd.1	Helt	hairy and enhancer of split-related protein	6.73	1.92	9.61	6.73	0	0	4.81	Npas2-830	1	default	1	24	3.227872708	7.9502628025	4.165	0.4097319433	0.2785612641	0.8905208673	0.0932656596	0.0089387006	0.1338603175
831	chr8	47890031	47890311	47890195	9	intron (uc009lqo.2, intron 2 of 8)	intron (NM_008391, intron 2 of 8)	65072	uc009lqo.2	Irf2	interferon regulatory factor 2	0.96	3.84	9.61	4.81	2.88	0.96	1.92	Npas2-831	1	mle	1	23.7619047619	3.7340665444	9.0581685215	3.8433333333	0.8197240024	0.7796626697	0.7640941609	0.0004484568	0.0003213782	0.0048127565
832	chr8	87606971	87607240	87607125	9	promoter-TSS (uc009mpk.1)	promoter-TSS (NM_010764)	-63	uc009mpk.1	Man2b1	lysosomal alpha-mannosidase precursor	5.77	6.73	10.57	4.81	1.92	0.96	2.88	Npas2-832	0	burg	1	23.7619047619	3.7155561315	6.9497575436	5.1266666667	0.7728599269	0.7223843551	0.6186693961	0.0012685919	0.0005576819	0.0083514905
833	chr8	93916121	93916360	93916250	9	intron (uc009mst.2, intron 1 of 8)	intron (NM_011936, intron 1 of 8)	78816	uc009mst.2	Fto	alpha-ketoglutarate-dependent dioxygenase FTO	6.73	6.73	8.65	9.61	4.81	1.92	2.88	Npas2-833	0	mle	1	24.3414634146	2.9341982627	8.6147271053	6.4083333333	0.7218767385	0.6600715693	0.3936510068	0.003155498	0.00096041	0.0143824919
834	chr8	108328801	108329050	108328915	9	intron (uc009nec.1, intron 3 of 13)	intron (NM_145824, intron 3 of 13)	22325	uc009nec.1	Ranbp10	ran-binding protein 10	9.61	7.69	8.65	3.84	3.84	0.96	1.92	Npas2-834	0	default	1	24	2.7494064033	4.7753350747	5.765	0.5052082195	0.3952544905	0.5361032173	0.0421600526	0.005043708	0.0755313754
835	chr8	116614661	116614930	116614765	9	Intergenic	RMER15|LTR|ERVL	-42684	uc009nnw.2	Nudt7	peroxisomal coenzyme A diphosphatase NUDT7	2.88	6.73	10.57	1.92	0.96	1.92	3.84	Npas2-835	1	yule-walker	1	22.3016759777	3.9773238935	7.2581931307	4.1633333333	0.6901251358	0.6212640548	0.8181033924	0.0051326136	0.0013034498	0.0195196389
836	chr8	119105291	119105520	119105405	9	intron (uc009noi.1, intron 5 of 6)	intron (NM_029441, intron 5 of 6)	-24441	uc009nok.1	AK133333	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930447E11 product:unclassifiable, full insert sequence.	1.92	1.92	8.65	2.88	1.92	0.96	4.81	Npas2-836	1	burg	1	22.9425287356	2.655366206	9.0622344324	3.0416666667	0.5569754465	0.4585255458	0.8444824065	0.025640417	0.003573325	0.0535118514
837	chr8	122128791	122129251	122129005	9	intron (uc009npy.1, intron 1 of 14)	CpG	119	uc009npy.1	Taf1c	TATA box-binding protein-associated factor RNA	19.22	6.73	3.84	5.77	9.61	1.92	0.96	Npas2-837	1	mle	1	26.972972973	3.6313584196	23.9318354974	7.8483333333	0.2138599659	0.0391621806	0.7154970145	0.3386488534	0.025484969	0.3816467508
838	chr8	122409441	122409710	122409600	9	Intergenic	Intergenic	23370	uc009nqm.1	Klhl36	kelch-like protein 36	8.65	2.88	6.73	9.61	2.88	0.96	0.96	Npas2-838	1	default	1	24	1.9664527276	9.4067581143	5.285	0.2001288955	0.0223797612	0.6101530552	0.3660918295	0.0272896642	0.4086727232
839	chr8	123062771	123063130	123062915	9	intron (uc009nqz.2, intron 1 of 15)	intron (NM_001145896, intron 1 of 15)	50025	uc009nrd.1	Gins2	DNA replication complex GINS protein PSF2	11.53	3.84	8.65	5.77	6.73	1.92	1.92	Npas2-839	0	default	1	24	0.5970235784	5.8647053266	6.4066666667	0.0204596128	-0.1972160287	0.4874199901	0.9111724109	0.0612860288	0.9177807432
840	chr8	126497351	126497671	126497580	9	intron (uc009nwv.1, intron 1 of 12)	L2a|LINE|L2	9511	uc009nwv.1	Abcb10	ATP-binding cassette sub-family B member 10,	5.77	7.69	11.53	2.88	2.88	0.96	3.84	Npas2-840	0	burg	1	23.6213017751	3.9027317	6.5284492182	5.285	0.671817486	0.5988880385	0.6702804303	0.0066453746	0.0014799844	0.0221633091
841	chr9	21171991	21172210	21172070	9	promoter-TSS (uc009old.1)	promoter-TSS (NM_001042708)	-347	uc009old.1	Ilf3	interleukin enhancer-binding factor 3 isoform 1	6.73	5.77	9.61	7.69	0.96	2.88	1.92	Npas2-841	1	default	1	24	3.0332988758	7.1360992962	5.6066666667	0.5968100477	0.5072122805	0.5183765749	0.0167800656	0.0026695529	0.0399775326
842	chr9	21635431	21635740	21635635	9	exon (uc009omo.1, exon 21 of 50)	exon (NM_177030, exon 21 of 50)	-4369	uc009omr.1	Gm6484	hepatocellular carcinoma-associated protein TD26	7.69	6.73	6.73	10.57	2.88	0.96	0	Npas2-842	0	mle	1	24.1939393939	2.781613973	8.1678415209	5.9266666667	0.4277708396	0.3006088039	0.5331697065	0.0811082319	0.008072876	0.1208942775
843	chr9	23856031	23856230	23856130	9	Intergenic	Intergenic	-46332	uc009oox.1	Npsr1	neuropeptide S receptor	1.92	0	8.65	0.96	1.92	0	1.92	Npas2-843	1	burg	1	23.3450292398	2.3470928259	8.992115739	2.2416666667	0.3220763921	0.1714267015	1.3254211929	0.1739055374	0.0145471941	0.217849563
844	chr9	42272201	42272481	42272355	9	intron (uc009pay.1, intron 1 of 7)	intron (NM_173038, intron 1 of 7)	7968	uc009pay.1	Tbcel	tubulin-specific chaperone cofactor E-like	0.96	2.88	10.57	0.96	0.96	0	1.92	Npas2-844	0	burg	1	22.6818181818	3.7427546773	8.2653703981	2.7216666667	0.5524137924	0.4529501908	1.3276366646	0.0268500518	0.0036659139	0.0548984037
845	chr9	48075271	48075480	48075375	9	intron (uc009phu.1, intron 1 of 10)	Intergenic	73606	uc009phw.2	Fam55b	hypothetical protein LOC78252	4.81	7.69	8.65	3.84	4.81	0.96	3.84	Npas2-845	0	mle	1	24.490797546	2.7547808491	6.742202109	5.1266666667	0.6598959208	0.5843172366	0.4921877817	0.0078028505	0.001618322	0.0242349651
846	chr9	48553281	48553501	48553355	9	intron (uc009pil.1, intron 2 of 6)	intron (NM_001033324, intron 2 of 6)	90659	uc009pil.1	Zbtb16	zinc finger and BTB domain-containing protein	6.73	1.92	10.57	2.88	2.88	4.81	2.88	Npas2-846	0	burg	1	23.7619047619	1.2293312261	5.9721302874	4.965	0.0869148713	-0.1159929351	0.5959018258	0.6642028167	0.0458884723	0.6871966916
847	chr9	48608751	48609020	48608905	9	intron (uc009pil.1, intron 2 of 6)	intron (NM_001033324, intron 2 of 6)	35165	uc009pil.1	Zbtb16	zinc finger and BTB domain-containing protein	2.88	6.73	8.65	9.61	3.84	0.96	4.81	Npas2-847	0	mle	1	24.0481927711	4.2597048207	9.1781929649	5.445	0.9447026592	0.9324143613	0.5736623843	2.19871586449E-006	3.8516350284E-005	0.0005767965
848	chr9	50315661	50315881	50315765	9	Intergenic	Intergenic	13141	uc009pjo.1	1600029D21Rik	placenta-expressed transcript 1 protein	10.57	6.73	4.81	5.77	2.88	3.84	4.81	Npas2-848	1	burg	1	26.091503268	2.1037523819	0.0124273235	5.7666666667	0.453780138	0.3323979465	0.430394082	0.0657890624	0.0068735799	0.1029343779
849	chr9	51677271	51677560	51677365	9	intron (uc009plk.1, intron 1 of 4)	Lx8|LINE|L1	6576	uc009plk.1	9230115E21Rik	Mus musculus adult male epididymis cDNA, RIKEN full-length enriched library, clone:9230115E21 product:kinesin family member C5A, full insert sequence.	0.96	1.92	10.57	2.88	0.96	0	2.88	Npas2-849	1	burg	1	22.8114285714	3.8883377323	8.9856312085	2.8816666667	0.6247795254	0.5413971978	1.2328207581	0.0121419762	0.0021460659	0.0321381231
