ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per1_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
822	chr6	115616591	115616901	115616775	14	intron (uc009diy.1, intron 1 of 16)	intron (NM_029780, intron 1 of 16)	9907	uc009diy.1	Raf1	RAF proto-oncogene serine/threonine-protein	5.04	3.02	3.02	16.12	7.05	15.12	2.02	16.12	822-Per1_n3R16	0	mle	1	25.106918239	4.0869393161	16.0865644356	8.2283333333	0.338513151	0.1915160735	0.6574324141	0.1557203836	0.0246421198	0.230240529
823	chr7	141214101	141214520	141214310	12	intron (uc009kdp.1, intron 3 of 22)	intron (NM_007400, intron 3 of 22)	202470	uc009kdp.1	Adam12	disintegrin and metalloproteinase	5.04	4.03	3.02	19.15	7.05	11.08	3.02	22.17	823-Per1_n3R16	1	yule-walker	1	23.2093023256	4.4074700156	14.6851955699	8.2283333333	0.3277371874	0.1783454513	0.6725002801	0.1674657106	0.0257559987	0.2406479159
824	chr3	63768481	63769000	63768805	7	promoter-TSS (uc008pkd.1)	promoter-TSS (NM_015728)	-85	uc008pkd.1	Slc33a1	acetyl-coenzyme A transporter 1	9.07	3.02	0	9.07	11.08	17.13	3.02	12.09	824-Per1_n3R16	0	mle	1	24.1939393939	6.7006486784	19.1716259272	8.2283333333	0.816925099	0.7762417877	0.6723157689	0.0004806508	0.0052687873	0.0492282477
825	chr13	64533461	64533800	64533645	12	promoter-TSS (uc007qyx.1)	promoter-TSS (NM_053180)	-231	uc007qyx.1	Cdk20	cell division protein kinase 20	8.06	7.05	1.01	16.12	10.08	7.05	3.02	7.05	825-Per1_n3R16	0	burg	1	22.1777777778	3.6039352584	15.9317506354	8.2283333333	0.3017715662	0.146609692	0.5448992236	0.1986044098	0.028494669	0.2662363351
826	chr11	68912181	68912431	68912290	14	Intergenic	promoter-TSS (NM_011065)	-1354	uc007jph.2	Per1	period circadian protein homolog 1	4.03	3.02	5.04	11.08	11.08	15.12	3.02	4.03	826-Per1_n3R16	1	mle	1	26.7919463087	4.3636943405	16.2140741944	8.2283333333	0.6692404678	0.5957383496	0.540500744	0.006883442	0.0065418972	0.061123389
827	chr17	95055781	95056060	95055945	13	Intergenic	Intergenic	93312	uc008dwk.1	Mettl4	methyltransferase-like protein 4	3.02	2.02	3.02	17.13	13.1	11.08	6.05	13.1	827-Per1_n3R16	0	burg	1	23.9041916168	6.4260524753	14.9785837752	8.2283333333	0.6968582541	0.6294934217	0.7084723469	0.0046494958	0.0059257313	0.0553663212
828	chr2	173901631	173901940	173901740	14	promoter-TSS (uc008oel.1)	promoter-TSS (NM_001102423)	-767	uc008oel.1	Stx16	syntaxin-16 isoform a	9.07	16.12	4.03	8.06	4.03	8.06	7.05	2.02	828-Per1_n3R16	0	burg	1	24.1939393939	3.3145923741	2.105996628	8.2283333333	0.3548603461	0.2114959785	0.4919027825	0.1391367376	0.0230890021	0.2157291703
829	chr12	81317381	81317651	81317575	13	intron (uc007oap.2, intron 1 of 20)	intron (NM_134156, intron 1 of 20)	43842	uc007oap.2	Actn1	alpha-actinin-1	9.07	3.02	1.01	17.13	7.05	12.09	3.02	16.12	829-Per1_n3R16	0	burg	1	23.7619047619	4.0759223053	16.853472605	8.2283333333	0.2918058716	0.1344293987	0.6572436729	0.2116827397	0.0296029795	0.2765916944
830	chr19	7012271	7012700	7012525	16	TTS (uc008gjk.2)	TTS (NM_001177360)	3198	uc008gjk.2	Gpr137	integral membrane protein GPR137 isoform 1	2.02	2.02	1.01	23.18	10.08	10.08	3.02	7.05	830-Per1_n3R16	1	burg	1	22.4269662921	7.6282145942	14.7500385204	8.065	0.500362947	0.3893324907	0.9596959432	0.0440499958	0.013368006	0.1249022734
831	chr3	153607771	153608070	153607865	16	promoter-TSS (uc008ruj.1)	promoter-TSS (NM_007382)	-524	uc008ruj.1	Acadm	medium-chain specific acyl-CoA dehydrogenase,	4.03	2.02	1.01	14.11	9.07	18.14	0	7.05	831-Per1_n3R16	1	burg	1	25.9220779221	5.7344934247	17.1113291488	8.0633333333	0.5127062451	0.404418744	0.7870579234	0.0393603367	0.0127532529	0.1191584049
832	chr11	21298391	21298770	21298565	16	Intergenic	Intergenic	-27698	uc007ids.2	Ugp2	UTP--glucose-1-phosphate uridylyltransferase	4.03	2.02	6.05	22.17	4.03	10.08	0	13.1	832-Per1_n3R16	0	burg	1	23.0751445087	5.5312858195	13.1963904669	8.0633333333	0.3449932484	0.1994361925	0.8414003268	0.1489724618	0.0240324866	0.2245444979
833	chr1	65232841	65233250	65233055	9	promoter-TSS (uc007bhs.1)	promoter-TSS (NM_001111320)	-214	uc007bhs.1	Pikfyve	1-phosphatidylinositol-3-phosphate 5-kinase	2.02	4.03	2.02	13.1	12.09	15.12	3.02	7.05	833-Per1_n3R16	1	mle	1	27.7222222222	5.1473760994	15.5450156431	8.0633333333	0.6034172756	0.5152877812	0.6805765491	0.0155776544	0.0088342623	0.082541812
834	chr10	60283421	60283740	60283550	17	intron (uc007ffe.1, intron 1 of 16)	intron (NM_029770, intron 1 of 16)	10749	uc007ffe.1	Unc5b	netrin receptor UNC5B precursor	2.02	3.02	1.01	13.1	6.05	23.18	0	0	834-Per1_n3R16	0	mle	1	26.4370860927	6.1386354692	17.8380503888	8.0633333333	0.3721260982	0.2325985645	0.9734199891	0.123147597	0.0216934925	0.2026904029
835	chr7	88092631	88093110	88092755	12	promoter-TSS (uc009ibn.1)	promoter-TSS (NM_019951)	-434	uc009ibn.1	Sec11a	signal peptidase complex catalytic subunit	5.04	1.01	1.01	17.13	14.11	10.08	0	8.06	835-Per1_n3R16	0	burg	1	23.4823529412	7.0007133336	15.6664597438	8.0633333333	0.6865952651	0.6169497685	0.7703002812	0.0054010101	0.0060695847	0.0567103964
836	chr9	48793131	48793481	48793255	9	promoter-TSS (uc009pir.1)	promoter-TSS (NM_175482)	-184	uc009pir.1	Usp28	ubiquitin carboxyl-terminal hydrolase 28	9.07	2.02	1.01	9.07	15.12	12.09	0	1.01	836-Per1_n3R16	0	mle	1	23.2093023256	6.371162005	18.096849587	8.0633333333	0.8476922278	0.8138460562	0.6289339147	0.0002100145	0.0052687873	0.0492282477
837	chr4	55971971	55972310	55972095	14	Intergenic	Intergenic	265253	uc008sxm.1	AK010245	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310081O03 product:unclassifiable, full insert sequence.	3.02	0	2.02	14.11	10.08	19.15	1.01	8.06	837-Per1_n3R16	1	burg	1	26.972972973	6.4577802224	16.5199234285	8.0633333333	0.5699103028	0.4743348145	0.8629707678	0.0224396292	0.0103380027	0.0965918201
838	chr9	123382451	123382730	123382615	16	Intergenic	Intergenic	-5229	uc009sgf.2	Limd1	LIM domain-containing protein 1	2.02	4.03	3.02	18.14	6.05	15.12	1.01	10.08	838-Per1_n3R16	0	burg	1	25.9220779221	4.2757543887	14.4765133118	8.0633333333	0.28307706	0.1237608511	0.7738545098	0.2236794813	0.030732569	0.2871458705
839	chr11	12098971	12099260	12099155	16	Intergenic	Intergenic	-115402	uc007ibg.1	AK040873	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530032E18 product:unclassifiable, full insert sequence.	5.04	1.01	3.02	19.15	10.08	10.08	2.02	1.01	839-Per1_n3R16	0	burg	1	23.7619047619	6.0171940206	14.7544281292	8.0633333333	0.5409012567	0.4388793138	0.7430289344	0.0301007605	0.0116148237	0.1085216357
840	chr11	101900921	101901300	101901035	17	Intergenic	RSINE1|SINE|B4	-1715	uc007lqi.2	Cd300lg	CMRF35-like molecule 9 isoform 1	3.02	1.01	1.01	23.18	10.08	10.08	3.02	20.15	840-Per1_n3R16	0	burg	1	23.6213017751	7.5440439668	14.4536197725	8.0633333333	0.5011118849	0.3902478593	0.9627488363	0.0437536422	0.0133066636	0.1243291277
841	chr19	37776941	37777480	37777130	15	Intergenic	Intergenic	4912	uc008his.2	Cyp26a1	cytochrome P450 26A1	8.06	6.05	1.01	23.18	5.04	5.04	4.03	29.22	841-Per1_n3R16	0	burg	1	22.3016759777	4.6286476208	13.7911533723	8.0633333333	0.2114500339	0.0362167081	0.8778142201	0.3433455938	0.0418775669	0.3912777487
842	chr2	147794221	147794720	147794485	9	Intergenic	Intergenic	78235	uc008mtb.1	Foxa2	hepatocyte nuclear factor 3-beta	5.04	5.04	4.03	14.11	10.08	10.08	4.03	10.08	842-Per1_n3R16	1	burg	1	22.8114285714	3.7098654052	15.4541196769	8.0633333333	0.5567909206	0.458300014	0.4507082559	0.0256885102	0.0108045861	0.100951283
843	chr1	155179301	155179590	155179425	14	exon (uc007czu.1, exon 1 of 28)	exon (NM_010683, exon 1 of 28)	471	uc007czu.1	Lamc1	laminin subunit gamma-1 precursor	2.02	1.01	3.02	16.12	7.05	19.15	0	0	843-Per1_n3R16	0	mle	1	25.9220779221	5.4963748252	16.0773102383	8.0616666667	0.3864454921	0.2501000459	0.8779369154	0.1110041411	0.0206115072	0.1925810099
844	chr1	182688041	182688530	182688275	9	Intergenic	Intergenic	32111	uc007dwq.2	Acbd3	Golgi resident protein GCP60	6.05	5.04	4.03	8.06	8.06	17.13	1.01	7.05	844-Per1_n3R16	0	burg	1	26.4370860927	4.2946317448	19.0546525209	8.0616666667	0.5648082824	0.4680990118	0.5351315647	0.0236626182	0.010540236	0.0984813618
845	chr5	91118811	91119300	91118985	11	Intergenic	Intergenic	-49542	uc008ybd.1	Rassf6	ras association domain-containing protein 6	8.06	5.04	2.02	14.11	3.02	16.12	1.01	30.23	845-Per1_n3R16	1	mle	1	26.4370860927	3.2507561405	19.1069518835	8.0616666667	0.1862780514	0.0054509517	0.6652452601	0.3954960378	0.0467447965	0.4367540927
846	chr4	153871041	153871450	153871210	9	intron (uc008wbu.1, intron 2 of 16)	intron (NM_001177995, intron 2 of 15)	139230	uc008wby.1	5930403L14Rik	SubName: Full=Putative uncharacterized protein;	7.05	2.02	1.01	15.12	11.08	12.09	2.02	6.05	846-Per1_n3R16	0	burg	1	23.9041916168	5.3768778902	16.6376495633	8.0616666667	0.5875063636	0.4958411111	0.64536394	0.018594206	0.0095561554	0.0892867292
847	chr3	94943951	94944200	94944085	11	TTS (uc008qie.2)	TTS (NM_153121)	2207	uc008qif.1	Tnfaip8l2	tumor necrosis factor alpha-induced protein	4.03	5.04	5.04	13.1	8.06	13.1	2.02	1.01	847-Per1_n3R16	0	burg	1	26.972972973	2.9844712273	14.9514470204	8.0616666667	0.4106146664	0.2796401478	0.4676657528	0.0926396617	0.0186590493	0.1743384663
848	chr8	129331391	129331891	129331725	8	Intergenic	Intergenic	-41279	uc009nyz.1	AK041328	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630001O12 product:unclassifiable, full insert sequence.	2.02	7.05	4.03	11.08	6.05	18.14	3.02	21.16	848-Per1_n3R16	0	default	1	24	2.7607065351	18.1249495954	8.0616666667	0.1593846444	-0.027418768	0.6573727711	0.457812805	0.0525456395	0.4909535356
849	chr5	119787751	119788071	119787945	13	Intergenic	Intergenic	-137884	uc008zgq.1	AK162140	Mus musculus in vitro fertilized eggs cDNA, RIKEN full-length enriched library, clone:7420434O15 product:unclassifiable, full insert sequence.	2.02	4.03	0	18.14	12.09	12.09	5.04	12.09	849-Per1_n3R16	1	burg	1	23.4823529412	6.2911479325	15.4445337036	8.0616666667	0.5224510406	0.4163290496	0.803535784	0.0359402062	0.0122368881	0.1143338162
850	chr2	27103721	27104150	27103955	8	Intergenic	Intergenic	-1603	uc008ixg.1	Sardh	sarcosine dehydrogenase, mitochondrial	5.04	8.06	5.04	12.09	6.05	12.09	4.03	21.16	850-Per1_n3R16	0	mle	1	26.7919463087	1.3368378977	15.4563193805	8.0616666667	0.1175181211	-0.0785889631	0.3747502212	0.569739176	0.0632479067	0.5909488154
851	chr8	36151711	36152070	36151880	10	Intergenic	Intergenic	-123146	uc009lkv.1	Tnks	tankyrase, TRF1-interacting ankyrin-related	6.05	4.03	0	15.12	11.08	12.09	6.05	16.12	851-Per1_n3R16	0	burg	1	24.0481927711	5.0128195122	16.6582120992	8.0616666667	0.5210779573	0.4146508367	0.6414586993	0.0364075721	0.0122782336	0.1147201227
852	chr3	96379501	96379840	96379610	9	Intergenic	Intergenic	-1237	uc008qne.1	AK052161	Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330001M19 product:unclassifiable, full insert sequence.	6.05	11.08	2.02	12.09	5.04	12.09	5.04	16.12	852-Per1_n3R16	0	mle	1	24.95	1.2612646023	20.5957989064	8.0616666667	0.0513092478	-0.1595109193	0.4837292734	0.7889709305	0.0852293977	0.7963300954
853	chr4	135742911	135743460	135743245	12	intron (uc008vht.2, intron 6 of 6)	MIR|SINE|MIR	14876	uc008vht.2	E2f2	transcription factor E2F2	7.05	3.02	6.05	23.18	5.04	4.03	0	21.16	853-Per1_n3R16	0	burg	1	22.3016759777	6.1840140252	12.9674922244	8.0616666667	0.4120323086	0.2813728216	0.854068986	0.0916411607	0.0185592916	0.1734063931
854	chr7	35954371	35954810	35954565	12	Intergenic	Intergenic	-16814	uc009gjn.2	Slc7a10	asc-type amino acid transporter 1	4.03	3.02	0	19.15	7.05	15.12	1.01	14.11	854-Per1_n3R16	1	default	1	24	5.1708857809	16	8.0616666667	0.3155788331	0.1634852405	0.8480732479	0.1815329418	0.026986161	0.2521417816
855	chr5	134685871	134686140	134685920	8	intron (uc008zve.1, intron 11 of 15)	intron (NM_053266, intron 11 of 15)	19490	uc008zvh.2	Ncf1	neutrophil cytosol factor 1	4.03	5.04	2.02	17.13	9.07	11.08	1.01	7.05	855-Per1_n3R16	1	burg	1	23.3450292398	4.4038374717	15.1740323075	8.0616666667	0.402075488	0.2692033742	0.6289407113	0.0988345092	0.0193549294	0.1808403347
856	chr16	24120991	24121230	24121110	12	Intergenic	Charlie1b|DNA|MER1_type	-132412	uc007ytz.1	Bcl6	B-cell lymphoma 6 protein homolog	5.04	5.04	2.02	12.09	11.08	13.1	1.01	14.11	856-Per1_n3R16	0	default	1	24	4.2398273121	17.0617059488	8.0616666667	0.6053684863	0.5176725944	0.5201103243	0.0152357183	0.0087513123	0.081766779
857	chr14	63456041	63456361	63456220	7	promoter-TSS (uc007ugy.2)	promoter-TSS (NM_175546)	-326	uc007ugy.2	Wdfy2	WD repeat and FYVE domain-containing protein 2	6.05	9.07	1.01	10.08	11.08	11.08	1.01	10.08	857-Per1_n3R16	0	burg	1	23.9041916168	3.0177935469	18.3673809656	8.0616666667	0.3819277502	0.2445783613	0.444612154	0.1147298968	0.0209287504	0.1955451318
858	chr12	29382681	29383010	29382900	20	intron (uc007nfw.2, intron 8 of 11)	intron (NM_178811, intron 8 of 11)	22773	uc007nfv.1	Adi1	1,2-dihydroxy-3-keto-5-methylthiopentene	6.05	4.03	1.01	21.16	9.07	7.05	2.02	11.08	858-Per1_n3R16	0	burg	1	22.6818181818	5.6877170577	14.6464131358	8.0616666667	0.392213465	0.2571497905	0.7904387148	0.1063848621	0.0202671548	0.1893635967
859	chr18	75825911	75826331	75826165	10	intron (uc008fqg.1, intron 1 of 11)	intron (NM_201354, intron 1 of 11)	31229	uc008fqg.1	Gm672	CBP80/20-dependent translation initiation	3.02	5.04	2.02	14.11	7.05	17.13	2.02	8.06	859-Per1_n3R16	0	burg	1	27.7222222222	4.1456537394	16.3839284688	8.0616666667	0.3418935116	0.1956476252	0.6996685601	0.1521713091	0.0242673547	0.2267389586
860	chr9	66643311	66643751	66643445	9	Intergenic	promoter-TSS (NM_177583)	8613	uc009qfh.1	BC050972	Mus musculus cDNA clone IMAGE:6742492.	3.02	2.02	2.02	16.12	16.12	9.07	2.02	1.01	860-Per1_n3R16	0	burg	1	23.4823529412	7.2144506777	15.235457166	8.0616666667	0.751184448	0.6958921032	0.766854566	0.0019118281	0.0054010607	0.0504641269
861	chr8	118507481	118507701	118507585	12	Intergenic	Intergenic	-276797	uc009nof.1	Maf	transcription factor Maf	7.05	5.04	1.01	13.1	12.09	10.08	3.02	17.13	861-Per1_n3R16	0	burg	1	23.4823529412	4.3993974821	16.8690382182	8.0616666667	0.5819570298	0.489058592	0.5203089913	0.0197466833	0.0098338483	0.0918813175
862	chr15	96834971	96835271	96835150	11	intron (uc007xkr.1, intron 13 of 15)	intron (NM_027052, intron 13 of 15)	51266	uc007xkr.1	Slc38a4	sodium-coupled neutral amino acid transporter 4	5.04	5.04	4.03	17.13	10.08	7.05	4.03	20.15	862-Per1_n3R16	0	burg	1	23.0751445087	4.638928387	14.0877983105	8.0616666667	0.5426852062	0.4410596965	0.558993949	0.029577988	0.0115426663	0.1078474426
863	chr5	135484711	135485250	135484875	11	promoter-TSS (uc008zxg.2)	promoter-TSS (NM_001190437)	-189	uc008zxg.2	Abhd11	abhydrolase domain-containing protein 11 isoform	7.05	6.05	4.03	18.14	7.05	6.05	6.05	17.13	863-Per1_n3R16	0	burg	1	22.3016759777	3.7286435497	13.7707356425	8.0616666667	0.3238185284	0.1735559791	0.5728615737	0.1719034917	0.0261337002	0.2441769219
864	chr17	65093001	65093350	65093135	11	intron (uc008dfy.1, intron 20 of 21)	intron (NM_008549, intron 20 of 21)	-23276	uc008dfz.1	AK050349	Mus musculus adult male liver tumor cDNA, RIKEN full-length enriched library, clone:C730040E01 product:unclassifiable, full insert sequence.	5.04	5.04	3.02	12.09	10.08	13.1	6.05	15.12	864-Per1_n3R16	1	yule-walker	1	24.490797546	3.7098245958	16.8207655975	8.0616666667	0.5636387942	0.4666696374	0.4787226282	0.0239501148	0.0105925019	0.0989697017
865	chr7	108471721	108472090	108471875	8	intron (uc009ioj.1, intron 2 of 6)	intron (NM_019990, intron 2 of 6)	2141	uc009ioj.1	Stard10	PCTP-like protein	8.06	6.05	3.02	8.06	8.06	15.12	7.05	18.14	865-Per1_n3R16	0	mle	1	24.6419753086	4.1049735688	19.9418075342	8.0616666667	0.6925476375	0.6242248903	0.4509161903	0.0049545048	0.0060510993	0.0565376804
866	chr9	114843131	114843450	114843240	14	promoter-TSS (uc009ryj.2)	promoter-TSS (NM_175380)	-185	uc009ryj.2	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like	7.05	5.04	0	18.14	11.08	7.05	0	6.05	866-Per1_n3R16	0	burg	1	22.5536723164	5.1371764431	15.5781413337	8.06	0.407881963	0.276300177	0.6923680939	0.0945882756	0.0189100607	0.1766837601
867	chr10	127986201	127986530	127986375	9	promoter-TSS (uc007hnk.2)	promoter-TSS (NM_018860)	-141	uc007hnk.2	Rpl41	60S ribosomal protein L41	5.04	4.03	4.03	11.08	11.08	13.1	0	10.08	867-Per1_n3R16	1	yule-walker	1	24.6419753086	3.9655415133	16.7303108572	8.06	0.7046393998	0.6390037108	0.4676519737	0.0041360571	0.0057666007	0.0538795044
868	chr7	16566951	16567280	16567160	12	intron (uc009fgu.1, intron 6 of 13)	intron (NM_001081418, intron 6 of 13)	-14231	uc009fgt.1	Ehd2	EH domain-containing protein 2	3.02	4.03	3.02	19.15	11.08	8.06	1.01	12.09	868-Per1_n3R16	0	burg	1	23.4823529412	6.0276718825	14.0665442921	8.06	0.5805485099	0.4873370677	0.7147963453	0.0200478515	0.00991372	0.092627589
869	chr1	90315601	90315900	90315730	22	intron (uc007byq.1, intron 6 of 7)	intron (NM_029269, intron 6 of 7)	12156	uc007byq.1	Spp2	secreted phosphoprotein 24 precursor	3.02	4.03	1.01	28.21	5.04	7.05	2.02	15.12	869-Per1_n3R16	1	burg	1	22.4269662921	7.5392404394	13.556440295	8.06	0.3408746335	0.1944023298	1.1410660375	0.153234345	0.024364848	0.2276498746
870	chr4	149957591	149958010	149957760	20	intron (uc008vxr.1, intron 12 of 22)	intron (NM_001085492, intron 12 of 22)	68483	uc008vxt.1	Slc45a1	proton-associated sugar transporter A	3.02	3.02	4.03	23.18	7.05	8.06	4.03	6.05	870-Per1_n3R16	1	burg	1	22.9425287356	6.6474830885	13.4885082996	8.06	0.4621472181	0.3426243776	0.8724337211	0.0613741353	0.0155148829	0.1449613461
871	chr12	84429981	84430270	84430150	18	intron (uc007odd.1, intron 4 of 8)	intron (NM_058212, intron 4 of 8)	398533	uc007odd.1	Dpf3	zinc finger protein DPF3	4.03	4.03	3.02	23.18	7.05	7.05	3.02	10.08	871-Per1_n3R16	1	mle	1	22.6818181818	6.2600433037	13.6258138827	8.06	0.4142581456	0.2840932891	0.8603810602	0.0900903263	0.018455361	0.1724353305
872	chr8	26895801	26896220	26895915	13	promoter-TSS (uc009lgy.1)	promoter-TSS (NM_026121)	-53	uc009lha.1	Lsm1	U6 snRNA-associated Sm-like protein LSm1	4.03	1.01	2.02	14.11	13.1	13.1	0	3.02	872-Per1_n3R16	1	burg	1	23.6213017751	6.3236261148	16.260335719	7.895	0.7403340906	0.6826305551	0.7121451627	0.0023166862	0.0055369037	0.0517333589
873	chr7	134621331	134621771	134621490	11	Intergenic	Intergenic	6423	uc009jvp.1	Prr14	proline-rich protein 14	2.02	2.02	3.02	10.08	7.05	23.18	1.01	11.08	873-Per1_n3R16	0	default	1	24	5.7683123424	18.4845350216	7.895	0.3634131464	0.2219494011	0.9420773524	0.1310266071	0.0223680212	0.2089927762
874	chr6	140622981	140623270	140623135	14	intron (uc009eok.1, intron 8 of 8)	ID4_|SINE|ID	50915	uc009eok.1	Aebp2	zinc finger protein AEBP2 isoform 3	7.05	2.02	2.02	10.08	10.08	16.12	2.02	10.08	874-Per1_n3R16	0	burg	1	24.7950310559	5.4742168199	18.3319971411	7.895	0.7213084723	0.6593770218	0.626828431	0.0031846151	0.0056524576	0.052813023
875	chr7	91752991	91753450	91753105	11	intron (uc009iej.2, intron 1 of 13)	intron (NM_010176, intron 1 of 13)	1232	uc009iej.2	Fah	fumarylacetoacetase	5.04	2.02	4.03	19.15	5.04	12.09	4.03	26.2	875-Per1_n3R16	1	default	1	24	4.246269794	14.3809044563	7.895	0.2736368944	0.1122228709	0.7493967772	0.237242229	0.0319228938	0.29826752
876	chr4	139180101	139180380	139180210	14	intron (uc012dnu.1, intron 1 of 14)	intron (NM_175438, intron 1 of 14)	1431	uc012dnu.1	Aldh4a1	delta-1-pyrroline-5-carboxylate dehydrogenase,	6.05	0	2.02	18.14	8.06	13.1	5.04	15.12	876-Per1_n3R16	1	yule-walker	1	23.2093023256	5.6652844734	15.9660668228	7.895	0.4357617419	0.3103754623	0.7881789646	0.0761344799	0.0170022292	0.1588581772
877	chr7	125729471	125729790	125729615	11	Intergenic	Intergenic	-1430	uc009jka.1	Tmc7	transmembrane channel-like protein 7	2.02	2.02	5.04	17.13	13.1	8.06	6.05	18.14	877-Per1_n3R16	0	burg	1	23.3450292398	6.743744492	14.1817471567	7.895	0.791226351	0.7448322068	0.7119938319	0.0008680417	0.0052687873	0.0492282477
878	chr2	180435851	180436160	180435995	11	intron (uc008ojq.1, intron 1 of 15)	intron (NM_177852, intron 1 of 14)	800	uc008ojq.1	Dido1	death-inducer obliterator 1 isoform 3	6.05	4.03	2.02	14.11	8.06	13.1	6.05	31.24	878-Per1_n3R16	1	default	1	24	3.8034073403	16.8833915835	7.895	0.4084339188	0.2769747897	0.5631456302	0.0941921459	0.0188763335	0.1763686338
879	chr16	94790961	94791410	94791090	17	promoter-TSS (uc008abg.2)	promoter-TSS (NM_007890)	-628	uc008abg.2	Dyrk1a	dual specificity	6.05	5.04	1.01	8.06	8.06	19.15	0	5.04	879-Per1_n3R16	0	burg	1	25.106918239	5.8153414662	19.5684225622	7.895	0.6115531975	0.5252316858	0.7046344421	0.0141903131	0.0084843997	0.0792729151
880	chr5	123594001	123594331	123594115	20	exon (uc008znf.1, exon 4 of 6)	Intergenic	1964	uc008znf.1	Setd1b	SubName: Full=Putative uncharacterized protein; Flags: Fragment;	7.05	1.01	1.01	22.17	6.05	10.08	1.01	2.02	880-Per1_n3R16	0	burg	1	23.0751445087	5.5826017968	15.0314150067	7.895	0.3021074461	0.147020212	0.906727289	0.1981748513	0.0284576344	0.2658903065
881	chr10	68750911	68751230	68751025	15	intron (uc007fmp.1, intron 9 of 10)	intron (NM_001081347, intron 9 of 10)	64590	uc007fmr.1	Cdk1	cell division protein kinase 1	3.02	4.03	2.02	22.17	6.05	10.08	1.01	11.08	881-Per1_n3R16	1	mle	1	22.6818181818	5.5233313016	14.1324985914	7.895	0.3286019069	0.1794023307	0.8732261025	0.1664985537	0.0256627297	0.2397764687
882	chr15	100909391	100909670	100909535	17	Intergenic	Intergenic	-36656	uc007xsk.1	Ankrd33	ankyrin repeat domain-containing protein 33	5.04	1.01	1.01	20.15	10.08	10.08	1.01	14.11	882-Per1_n3R16	0	burg	1	23.6213017751	6.4202289903	15.0596054998	7.895	0.4969266327	0.3851325511	0.8380979841	0.0454298151	0.0135311291	0.1264263932
883	chr16	45970261	45970660	45970445	10	intron (uc007zje.2, intron 3 of 3)	intron (NM_001134480, intron 3 of 3)	24741	uc007zjd.1	AK165366	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530061A22 product:unclassifiable, full insert sequence.	2.02	5.04	7.05	18.14	9.07	6.05	1.01	10.08	883-Per1_n3R16	0	burg	1	23.0751445087	5.8886591838	12.7067272018	7.895	0.7192738186	0.6568902227	0.6398759505	0.0032905851	0.0056524576	0.052813023
884	chr11	75003181	75003520	75003395	12	intron (uc007kdg.1, intron 1 of 12)	intron (NM_144491, intron 1 of 12)	635	uc007kdg.1	Dph1	diphthamide biosynthesis protein 1	2.02	6.05	1.01	17.13	7.05	14.11	1.01	8.06	884-Per1_n3R16	0	mle	1	24.7950310559	3.9479500169	15.2324487601	7.895	0.2581459242	0.093289463	0.7492529704	0.2608754383	0.0341884127	0.3194351091
