ID	Chr	Start	End	Summit	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Bmal1_CT0/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT4/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT8/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT12/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT16/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT20/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_KO/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_Input/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
547	chr8	126185441	126185750	126185555	25	3' UTR (uc009nwm.1, exon 3 of 3)	3' UTR (NM_133955, exon 3 of 3)	7766	uc009nwm.1	Rhou	rho-related GTP-binding protein RhoU	23.18	37.34	25.75	14.16	1.29	0	0	3.86	547-Bmal1_n3R1	1	burg	1	24.3414634146	15.2022989058	5.0110978729	16.9533333333	0.8001357492	0.7557214713	0.7885566913	0.0007133588	0.000050037	0.0035454765
548	chr10	126500271	126500720	126500425	20	promoter-TSS (uc007hhv.2)	promoter-TSS (NM_009870)	-164	uc007hhv.2	Cdk4	cell division protein kinase 4	14.16	27.04	38.63	12.88	3.86	5.15	1.29	0	548-Bmal1_n3R1	0	burg	1	23.0751445087	15.0819703967	7.0630900865	16.9533333333	0.8032356652	0.7595102574	0.7251323067	0.0006649037	4.93306225273E-005	0.003495427
549	chr16	93325071	93325400	93325290	20	Intergenic	Intergenic	28199	uc007zzm.1	AK007854	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810053B23 product:unclassifiable, full insert sequence.	20.6	27.04	29.62	15.45	3.86	5.15	0	0	549-Bmal1_n3R1	1	burg	1	23.7619047619	11.8579490918	6.0205094762	16.9533333333	0.8414490502	0.8062155058	0.584173157	0.0002516285	0.000038917	0.0027575477
550	chr2	26812711	26813060	26812885	19	intron (uc008iwn.1, intron 5 of 7)	intron (NM_207234, intron 5 of 7)	7021	uc008iwn.1	Rexo4	RNA exonuclease 4	18.03	36.06	30.9	9.01	3.86	3.86	0	0	550-Bmal1_n3R1	0	mle	1	23.6213017751	15.2002808596	5.576240468	16.9533333333	0.8116517512	0.7697965848	0.7487128686	0.0005461691	4.54094900437E-005	0.0032175867
551	chr5	66505991	66506320	66506110	14	Intergenic	intron (NM_001127382, intron 2 of 7)	-16738	uc008xol.2	Rbm47	RNA-binding protein 47	23.18	25.75	30.9	15.45	5.15	1.29	0	1.29	551-Bmal1_n3R1	1	burg	1	24.7950310559	12.1545068927	5.5876636433	16.9533333333	0.7825943691	0.7342820067	0.6360138522	0.0010416422	5.71177058142E-005	0.0040471974
552	chr7	29762611	29763160	29762805	19	intron (uc009gai.1, intron 3 of 7)	intron (NM_028659, intron 3 of 7)	3948	uc009gai.1	Eif3k	eukaryotic translation initiation factor 3	19.32	19.32	41.21	12.88	1.29	6.44	0	1.29	552-Bmal1_n3R1	1	burg	1	23.3450292398	13.756477932	6.837086246	16.7433333333	0.6266900339	0.5437322636	0.7600947115	0.01186624	0.0002550665	0.0180732804
553	chr5	64329851	64330260	64330050	28	intron (uc008xmh.1, intron 1 of 6)	intron (NM_145923, intron 1 of 6)	30081	uc008xmh.1	Rell1	RELT-like protein 1 precursor	19.32	50.22	21.89	2.58	3.86	2.58	0	1.29	553-Bmal1_n3R1	0	burg	1	23.7619047619	18.2639889578	4.3199976182	16.7416666667	0.6521666169	0.5748703095	1.0116154969	0.0086331776	0.000199611	0.0141438681
554	chr18	12016841	12017260	12017065	27	intron (uc008ebr.2, intron 1 of 9)	intron (NM_022021, intron 1 of 8)	-18103	uc012azj.1	Mir1901	Mus musculus 10 days neonate medulla oblongata cDNA, RIKEN full-length enriched library, clone:B830003K07 product:Cdk5 and Abl enzyme substrate, full insert sequence.	21.89	38.63	21.89	9.01	6.44	2.58	1.29	1.29	554-Bmal1_n3R1	1	default	1	24	13.3436150483	4.5330757232	16.74	0.7120297893	0.6480364092	0.7310445022	0.0036903201	0.000109536	0.0077614082
555	chr7	52075521	52075840	52075630	23	intron (uc009gqw.2, intron 1 of 1)	intron (NM_001171024, intron 1 of 8)	3940	uc009gqw.2	Nup62	nuclear pore glycoprotein p62	23.18	33.48	27.04	9.01	2.58	5.15	1.29	1.29	555-Bmal1_n3R1	1	burg	1	23.9041916168	13.7225806495	4.6901483344	16.74	0.8254116862	0.7866142832	0.6993661532	0.0003882114	4.18974171287E-005	0.0029687313
556	chr5	123140621	123140930	123140745	19	Intergenic	intron (NM_001038845, intron 12 of 12)	-16791	uc008zlu.1	P2rx4	P2X purinoceptor 4	28.33	23.18	27.04	15.45	2.58	3.86	1.29	0	556-Bmal1_n3R1	1	mle	1	27.5310344828	10.2166052418	2.497260908	16.74	0.660684337	0.5852808564	0.6217428977	0.0077217828	0.0001832287	0.0129830654
557	chr2	38782131	38782420	38782255	18	Intergenic	promoter-TSS (NM_010264)	-5225	uc008jnv.1	Olfml2a	olfactomedin-like protein 2A precursor	21.89	28.33	24.47	14.16	5.15	6.44	0	5.15	557-Bmal1_n3R1	1	burg	1	24.6419753086	10.110273019	4.7051616606	16.74	0.824741391	0.7857950334	0.5274027519	0.0003949636	4.22098551973E-005	0.0029908697
558	chr2	3336211	3336700	3336415	17	intron (uc008idx.1, intron 1 of 2)	CpG	3465	uc008idx.1	Meig1	meiosis expressed gene 1	14.16	32.19	30.9	16.74	1.29	5.15	0	1.29	558-Bmal1_n3R1	0	mle	1	23.3450292398	14.750637097	6.6281865846	16.7383333333	0.8720046127	0.8435611933	0.6979531864	9.60228152378E-005	3.47668813792E-005	0.0024634819
559	chr5	125501601	125501961	125501825	20	intron (uc008zqy.1, intron 46 of 48)	intron (NM_011424, intron 46 of 48)	17936	uc008zqt.1	Fam101a	hypothetical protein LOC73121	23.18	34.77	24.47	12.88	2.58	1.29	0	5.15	559-Bmal1_n3R1	1	mle	1	24.6419753086	13.5998763469	4.6279231697	16.5283333333	0.7970281565	0.7519233024	0.7327785391	0.0007646472	5.13842895421E-005	0.0036409439
560	chr4	101101051	101101351	101101195	28	intron (uc008tvn.2, intron 2 of 5)	intron (NM_009647, intron 1 of 4)	9307	uc008tvn.2	Ak4	adenylate kinase isoenzyme 4, mitochondrial	11.59	12.88	42.49	23.18	6.44	2.58	1.29	1.29	560-Bmal1_n3R1	0	burg	1	22.8114285714	15.6559218667	9.1968203635	16.5266666667	0.7414404916	0.6839828231	0.8013180334	0.0022725964	8.19804666046E-005	0.0058089016
561	chr9	103268321	103268550	103268435	22	promoter-TSS (uc009rgp.1)	promoter-TSS (NM_001134426)	-325	uc009rgp.1	Cdv3	protein CDV3 isoform b	19.32	29.62	28.33	15.45	2.58	3.86	0	3.86	561-Bmal1_n3R1	1	burg	1	23.4823529412	12.9072005537	6.15113695	16.5266666667	0.8601417589	0.8290621498	0.6416301827	0.0001430857	0.000035723	0.0025312284
562	chr7	134505021	134505290	134505130	21	Intergenic	Intergenic	14409	uc009jvd.1	Zfp747	zinc finger protein 747	24.47	24.47	29.62	11.59	5.15	3.86	2.58	0	562-Bmal1_n3R1	1	mle	1	24.7950310559	10.8719631977	4.7922669877	16.5266666667	0.7301216581	0.6701486932	0.6110397232	0.0027558536	9.16798836382E-005	0.0064961746
563	chr15	89310881	89311350	89311135	21	intron (uc007xgz.1, intron 3 of 3)	Intergenic	-3260	uc007xgy.2	Arsa	arylsulfatase A precursor	19.32	38.63	25.75	7.73	2.58	5.15	2.58	3.86	563-Bmal1_n3R1	0	mle	1	23.0751445087	15.286811528	5.2826728445	16.5266666667	0.7919587046	0.7457273056	0.7743913372	0.0008544231	5.32264140342E-005	0.0037714716
564	chr9	120480321	120480640	120480495	19	promoter-TSS (uc009scr.1)	promoter-TSS (NM_025974)	-154	uc009scr.1	Rpl14	60S ribosomal protein L14	19.32	33.48	30.9	11.59	1.29	2.58	0	0	564-Bmal1_n3R1	1	yule-walker	1	23.3450292398	15.3785650325	5.9329718117	16.5266666667	0.851532898	0.8185402086	0.7625190936	0.000187213	3.73709004257E-005	0.0026479952
565	chr4	150059091	150059441	150059295	15	Intergenic	Intergenic	-32983	uc008vxt.1	Slc45a1	proton-associated sugar transporter A	20.6	14.16	36.06	23.18	2.58	2.58	0	1.29	565-Bmal1_n3R1	1	default	1	24	12.5913135268	7.7176234168	16.5266666667	0.6171217315	0.5320376718	0.7146767497	0.0132975989	0.0002784143	0.0197276442
566	chr10	62830821	62831140	62830955	19	Intergenic	Intergenic	-18331	uc007fkg.2	Dnajc12	dnaJ homolog subfamily C member 12	24.47	27.04	24.47	14.16	6.44	2.58	1.29	1.29	566-Bmal1_n3R1	1	burg	1	26.4370860927	9.9962158465	3.6191818879	16.5266666667	0.757886441	0.7040834279	0.5732738009	0.0016907757	7.11192591873E-005	0.0050393075
567	chr13	95020721	95021110	95020920	29	intron (uc007rls.1, intron 2 of 8)	B3|SINE|B2	34321	uc007rls.1	Scamp1	secretory carrier-associated membrane protein 1	10.3	45.07	25.75	6.44	3.86	7.73	0	1.29	567-Bmal1_n3R1	0	burg	1	22.9425287356	16.5424620462	5.6302042876	16.525	0.6561948408	0.5797936943	0.8832230173	0.0081922982	0.0001918029	0.0135906085
568	chr16	4702781	4703040	4702890	23	intron (uc007yac.2, intron 10 of 11)	intron (NM_001135112, intron 10 of 10)	16149	uc007yae.1	Nmral1	nmrA-like family domain-containing protein 1	25.75	19.32	30.9	11.59	5.15	6.44	1.29	1.29	568-Bmal1_n3R1	1	yule-walker	1	24.490797546	9.3500127493	4.8877641657	16.525	0.5720717947	0.476976638	0.5820114001	0.0219365893	0.0004185992	0.0296607405
569	chr11	109856991	109857340	109857155	20	promoter-TSS (uc007mdb.2)	promoter-TSS (NM_013851)	-35	uc007mdb.2	Abca8b	ATP-binding cassette sub-family A member 8-B	14.16	29.62	32.19	11.59	5.15	6.44	1.29	0	569-Bmal1_n3R1	0	burg	1	22.5536723164	13.2654079806	6.8772354211	16.525	0.8238536318	0.7847099944	0.6432370106	0.0004040468	4.25581556298E-005	0.0030155493
570	chr17	56465071	56465350	56465215	20	promoter-TSS (uc008dbv.2)	promoter-TSS (NM_172132)	-263	uc008dbv.2	Kdm4b	lysine-specific demethylase 4B	29.62	28.33	25.75	7.73	3.86	3.86	0	0	570-Bmal1_n3R1	1	mle	1	24.0481927711	12.3653567363	3.9637159355	16.525	0.7362883083	0.6776857101	0.6961757718	0.0024836033	0.000086101	0.0061008696
571	chr14	117783241	117783591	117783375	17	intron (uc007uyk.1, intron 2 of 9)	Tigger10|DNA|Tigger	458879	uc007uyk.1	Gpc6	glypican-6 isoform 1	19.32	27.04	30.9	11.59	5.15	5.15	0	0	571-Bmal1_n3R1	1	yule-walker	1	23.3450292398	12.0488574204	6.1185655411	16.525	0.8146868839	0.7735061914	0.6092414714	0.0005076656	4.47825484454E-005	0.0031731634
572	chr6	34677361	34677660	34677495	23	intron (uc009bhk.1, intron 1 of 11)	intron (NM_145575, intron 1 of 11)	18066	uc009bhk.1	Cald1	caldesmon 1	15.45	33.48	37.34	6.44	2.58	3.86	0	0	572-Bmal1_n3R1	1	yule-walker	1	23.0751445087	16.9060990743	6.2222774846	16.525	0.7814085919	0.7328327235	0.8480884159	0.0010674533	5.76630734904E-005	0.0040858406
573	chr4	140868671	140868930	140868785	22	intron (uc008voc.1, intron 3 of 16)	intron (NM_010139, intron 3 of 16)	11645	uc008voc.1	Epha2	ephrin type-A receptor 2 precursor	27.04	29.62	27.04	9.01	3.86	2.58	2.58	0	573-Bmal1_n3R1	0	default	1	24	12.7605608542	4.557603568	16.525	0.7652161725	0.7130419886	0.7004826985	0.0014723356	6.64568443488E-005	0.0047089421
574	chr10	126792381	126792651	126792530	22	TTS (uc007hjj.2)	TTS (NM_010565)	-3688	uc011xps.1	Inhbe	inhibin beta E chain precursor	32.19	27.04	24.47	9.01	2.58	3.86	0	1.29	574-Bmal1_n3R1	1	mle	1	26.091503268	11.9570510707	2.1470703229	16.525	0.7218321896	0.6600171206	0.7119214121	0.0031577731	0.000098975	0.0070130842
575	chr6	113646781	113647070	113646945	18	promoter-TSS (uc009dhg.1)	promoter-TSS (NM_001033463)	-568	uc009dhg.1	Tatdn2	TatD DNase domain containing 2	21.89	30.9	23.18	16.74	6.44	0	0	0	575-Bmal1_n3R1	1	burg	1	24.95	11.436851105	5.2146266712	16.525	0.7598485138	0.7064815168	0.6320503114	0.0016299855	6.96787715968E-005	0.0049372387
576	chr7	126669511	126669811	126669650	17	promoter-TSS (uc009jlf.1)	promoter-TSS (NM_178758)	-118	uc009jlf.1	Acsm5	acyl-coenzyme A synthetase ACSM5, mitochondrial	23.18	25.75	27.04	6.44	10.3	6.44	0	0	576-Bmal1_n3R1	0	burg	1	24.0481927711	9.3223782476	4.4236348969	16.525	0.6488505379	0.5708173241	0.54245093	0.0090097768	0.0002062183	0.0146120413
577	chr14	9164071	9164420	9164225	20	Intergenic	Intergenic	-21955	uc007sfa.1	Fam107a	downregulated in renal cell carcinoma	16.74	20.6	32.19	20.6	3.86	5.15	0	2.58	577-Bmal1_n3R1	0	burg	1	23.9041916168	11.8327213721	7.3141245572	16.5233333333	0.8109335725	0.7689188108	0.5890741887	0.0005556034	4.56837489765E-005	0.0032370199
578	chr1	74060931	74061350	74061230	18	intron (uc011wmx.1, intron 4 of 34)	intron (NM_027884, intron 4 of 34)	109881	uc011wmx.1	Tns1	tensin 1	29.62	24.47	29.62	7.73	2.58	3.86	0	2.58	578-Bmal1_n3R1	0	burg	1	25.106918239	12.0108505355	3.5280668498	16.3133333333	0.6746308527	0.6023265977	0.7244548538	0.0063928374	0.0001592763	0.0112858647
579	chr13	38443931	38444220	38444050	23	intron (uc007qdp.1, intron 1 of 6)	intron (NM_007556, intron 1 of 6)	6490	uc007qdp.1	Bmp6	bone morphogenetic protein 6 precursor	19.32	36.06	24.47	11.59	6.44	0	1.29	0	579-Bmal1_n3R1	1	default	1	24	13.3698842441	5.4125804879	16.3133333333	0.751201668	0.6959131498	0.7302195723	0.0019112328	7.49153313525E-005	0.0053082863
580	chr4	43058951	43059250	43059055	17	promoter-TSS (uc008spd.1)	promoter-TSS (NM_172691)	-25	uc008spd.1	B230312A22Rik	hypothetical protein LOC230088	11.59	23.18	28.33	24.47	7.73	2.58	0	0	580-Bmal1_n3R1	1	default	1	24	12.6455568438	8.1244457836	16.3133333333	0.938914153	0.9253395203	0.5829748034	3.44138055497E-006	1.90222502843E-005	0.0013478623
581	chr11	70245571	70245870	70245735	20	promoter-TSS (uc007jur.1)	promoter-TSS (NM_145429)	-435	uc007jur.1	Arrb2	beta-arrestin-2	12.88	15.45	36.06	27.04	5.15	1.29	0	1.29	581-Bmal1_n3R1	0	burg	1	23.3450292398	15.0025307073	8.9260608748	16.3116666667	0.8274209905	0.7890700995	0.7373052745	0.0003685071	4.18974171287E-005	0.0029687313
582	chr14	26313561	26313851	26313690	19	intron (uc007srn.1, intron 1 of 23)	intron (NM_183208, intron 1 of 23)	-33092	uc007srl.1	AK047978	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130026E14 product:unclassifiable, full insert sequence.	20.6	19.32	29.62	18.03	5.15	5.15	1.29	2.58	582-Bmal1_n3R1	1	default	1	24	9.7274363743	6.7023351983	16.3116666667	0.7162164768	0.6531534717	0.5348441163	0.0034549542	0.0001050631	0.0074444694
583	chr3	81787461	81787820	81787655	25	Intergenic	Intergenic	-7990	uc008poo.1	Tdo2	tryptophan 2,3-dioxygenase	28.33	38.63	24.47	3.86	2.58	0	0	3.86	583-Bmal1_n3R1	0	default	1	24	16.3913752914	4	16.3116666667	0.7581825989	0.7044453986	0.9088918178	0.0016814888	7.10845782591E-005	0.0050368501
584	chr10	89086991	89087270	89087140	25	Intergenic	L1MB8|LINE|L1	-3136	uc007gsk.2	Slc17a8	vesicular glutamate transporter 3	16.74	36.06	23.18	11.59	5.15	5.15	0	0	584-Bmal1_n3R1	0	burg	1	23.3450292398	12.6902464211	5.5550084809	16.3116666667	0.7617269249	0.7087773526	0.6663342618	0.0015733935	6.83415154424E-005	0.0048424845
585	chr7	106317211	106317770	106317485	20	intron (uc009ile.1, intron 2 of 7)	intron (NM_026384, intron 2 of 7)	13733	uc009ile.1	Dgat2	diacylglycerol O-acyltransferase 2	15.45	36.06	33.48	6.44	2.58	3.86	1.29	2.58	585-Bmal1_n3R1	0	burg	1	22.8114285714	16.7077763944	6.1428512117	16.3116666667	0.7951602333	0.7496402851	0.840040023	0.0007968273	0.000051984	0.0036834404
586	chr13	58169101	58169390	58169255	20	intron (uc011zal.1, intron 6 of 16)	MIRc|SINE|MIR	34544	uc011zal.1	Klhl3	kelch-like protein 3	24.47	18.03	30.9	16.74	5.15	2.58	2.58	2.58	586-Bmal1_n3R1	0	mle	1	24.95	9.9831646073	5.8247958289	16.3116666667	0.600766997	0.5120485519	0.6108345715	0.0160516233	0.0003242752	0.0229772155
587	chr1	158545861	158546290	158546000	19	intron (uc007dcl.2, intron 1 of 11)	intron (NM_009595, intron 1 of 11)	57157	uc007dcl.2	Abl2	tyrosine-protein kinase ABL2 isoform b	34.77	21.89	25.75	6.44	7.73	1.29	2.58	5.15	587-Bmal1_n3R1	0	default	1	24	10.3732128048	3.5878250703	16.3116666667	0.4789540969	0.3631661184	0.732963622	0.0532037121	0.0008858497	0.0627687799
588	chr19	21701151	21701400	21701275	24	intron (uc008gyz.1, intron 1 of 3)	RSINE1|SINE|B4	26006	uc008gyz.1	1110059E24Rik	hypothetical protein LOC66206	25.75	24.47	33.48	10.3	2.58	1.29	0	0	588-Bmal1_n3R1	0	burg	1	24.490797546	13.0946162259	5.1124658542	16.3116666667	0.7026858462	0.6366160343	0.7511490445	0.0042605938	0.0001200821	0.0085086742
589	chr7	52273001	52273420	52273135	14	promoter-TSS (uc009gss.1)	promoter-TSS (NM_009101)	-167	uc009gss.1	Rras	ras-related protein R-Ras precursor	25.75	23.18	27.04	12.88	6.44	2.58	0	1.29	589-Bmal1_n3R1	0	burg	1	27.3424657534	9.5835746422	2.9579745988	16.3116666667	0.6820492313	0.611393505	0.5864983824	0.005762613	0.0001480675	0.0104916366
590	chr10	79900791	79901090	79900900	21	Intergenic	Intergenic	-4542	uc007gdh.2	Tcf3	transcription factor E2-alpha isoform 1	5.15	30.9	38.63	15.45	1.29	6.44	0	1.29	590-Bmal1_n3R1	1	yule-walker	1	22.9425287356	17.5445760719	7.5077538728	16.31	0.8190884036	0.7788858267	0.852272075	0.0004556159	4.35400814872E-005	0.0030851258
591	chr11	102050801	102051060	102050945	24	promoter-TSS (uc007lqt.1)	promoter-TSS (NM_175935)	-83	uc007lqt.1	G6pc3	glucose-6-phosphatase 3	11.59	25.75	33.48	18.03	5.15	3.86	0	0	591-Bmal1_n3R1	0	mle	1	23.7619047619	13.8531439463	7.3686246469	16.31	0.898279614	0.8756750838	0.6568826459	3.41456981778E-005	2.92607679786E-005	0.0020733344
592	chr2	30033971	30034220	30034080	22	promoter-TSS (uc008jbn.2)	promoter-TSS (NM_172660)	-116	uc008jbn.2	D2Wsu81e	hypothetical protein LOC227695	21.89	30.9	21.89	12.88	6.44	3.86	0	1.29	592-Bmal1_n3R1	1	mle	1	25.106918239	10.3495093869	4.2261071014	16.31	0.7712751313	0.7204473827	0.5812939064	0.0013089114	6.25774361995E-005	0.0044340583
593	chr11	90250831	90251260	90250940	21	intron (uc007kws.1, intron 1 of 3)	CpG	1186	uc007kws.1	Hlf	hepatic leukemia factor	15.45	23.18	33.48	14.16	3.86	7.73	1.29	0	593-Bmal1_n3R1	0	burg	1	23.2093023256	11.8978779041	6.8962890047	16.31	0.7920944951	0.7458932717	0.6007263459	0.0008519163	5.32264140342E-005	0.0037714716
594	chr1	130313131	130313421	130313305	17	intron (uc007clp.2, intron 1 of 15)	intron (NM_145507, intron 1 of 3)	717	uc007clp.2	Dars	aspartyl-tRNA synthetase, cytoplasmic isoform 1	16.74	30.9	24.47	16.74	3.86	5.15	1.29	5.15	594-Bmal1_n3R1	0	mle	1	23.4823529412	11.7061933397	6.2102022828	16.31	0.8367823295	0.800511736	0.591998519	0.0002867162	3.98085354039E-005	0.0028207191
595	chr4	132833691	132834180	132833910	16	promoter-TSS (uc008vcp.1)	promoter-TSS (NM_025667)	-230	uc008vcp.1	Tmem222	transmembrane protein 222	16.74	24.47	28.33	20.6	3.86	3.86	2.58	1.29	595-Bmal1_n3R1	0	mle	1	24.0481927711	11.7440627372	6.9156093366	16.31	0.8676522144	0.8382415954	0.581474305	0.0001116156	3.5684139119E-005	0.0025284761
596	chr7	135074891	135075151	135075070	23	Intergenic	Intergenic	-1394	uc009jxi.2	Prss8	prostasin	12.88	23.18	36.06	23.18	1.29	0	1.29	1.29	596-Bmal1_n3R1	0	mle	1	23.7619047619	16.4535124585	7.7457245626	16.0983333333	0.8896967976	0.8651849748	0.7969428121	4.91639249225E-005	3.17674591807E-005	0.0022509514
597	chr18	38367391	38367720	38367545	21	intron (uc008eru.1, intron 1 of 2)	intron (NM_029357, intron 1 of 2)	1861	uc008eru.1	Pcdh1	protocadherin-1	19.32	33.48	29.62	7.73	5.15	1.29	3.86	0	597-Bmal1_n3R1	0	burg	1	23.9041916168	14.2228402393	5.3854211848	16.0983333333	0.7864447016	0.7389879686	0.7626973371	0.000961162	5.54135933639E-005	0.0039264489
598	chr1	157887851	157888130	157888020	24	intron (uc011wuc.1, intron 1 of 2)	promoter-TSS (NM_001160181)	-4380	uc007dbw.2	Tor1aip1	torsin-1A-interacting protein 1 isoform 1	9.01	24.47	33.48	24.47	2.58	2.58	0	0	598-Bmal1_n3R1	0	mle	1	23.9041916168	15.7841610197	7.9092987001	16.0983333333	0.915462142	0.8966759514	0.7428377354	1.48501409947E-005	2.77202631901E-005	0.0019641786
599	chr10	92664801	92665151	92665000	24	intron (uc007gul.2, intron 1 of 16)	Lx8|LINE|L1	39446	uc011xlp.1	Mir1931	Mus musculus microRNA 1931 (Mir1931), microRNA.	19.32	36.06	19.32	14.16	5.15	2.58	1.29	3.86	599-Bmal1_n3R1	1	default	1	24	11.8930762605	5.0882955343	16.0983333333	0.6952928506	0.6275801507	0.6831098772	0.00475852	0.0001292742	0.0091599971
600	chr5	139835121	139835620	139835375	18	TTS (uc009agk.1)	TTS (NM_028469)	6799	uc012efv.1	Cyp2w1	cytochrome P450, family 2, subfamily w,	23.18	29.62	27.04	12.88	2.58	1.29	1.29	2.58	600-Bmal1_n3R1	1	yule-walker	1	24.3414634146	12.8817781804	5.1247395122	16.0983333333	0.8151497948	0.7740719715	0.7014572712	0.0005019838	4.46353626022E-005	0.0031627343
601	chr18	64648771	64649010	64648890	22	promoter-TSS (uc008feh.1)	promoter-TSS (NM_007998)	-170	uc008feh.1	Fech	ferrochelatase, mitochondrial	16.74	19.32	29.62	25.75	3.86	1.29	1.29	0	601-Bmal1_n3R1	1	default	1	24	12.6340519817	7.9039550433	16.0966666667	0.7994227251	0.7548499973	0.649514537	0.0007248828	5.02988566582E-005	0.0035640333
602	chr4	103059051	103059350	103059205	21	intron (uc008txr.1, intron 1 of 3)	MTEa|LTR|MaLR	4095	uc008txr.1	AK144477	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630076E19 product:unclassifiable, full insert sequence.	19.32	32.19	23.18	10.3	2.58	9.01	0	1.29	602-Bmal1_n3R1	0	mle	1	23.3450292398	11.9725092195	4.9390055318	16.0966666667	0.8261939433	0.7875703752	0.6139985829	0.0003804452	4.18974171287E-005	0.0029687313
603	chr3	121128831	121129071	121128940	19	promoter-TSS (uc008rdy.1)	promoter-TSS (NM_028044)	-508	uc008rdy.1	Cnn3	calponin-3	23.18	20.6	29.62	11.59	7.73	3.86	0	1.29	603-Bmal1_n3R1	0	burg	1	24.3414634146	9.2929696669	5.5179767806	16.0966666667	0.6364152844	0.5556186809	0.5633519232	0.0105372014	0.0002323373	0.016462754
604	chr4	115511631	115511901	115511745	19	promoter-TSS (uc008ufl.1)	promoter-TSS (NM_021461)	-85	uc008ufl.1	Mknk1	MAP kinase-interacting serine/threonine-protein	23.18	28.33	27.04	9.01	6.44	2.58	0	1.29	604-Bmal1_n3R1	1	yule-walker	1	24.3414634146	11.441814435	4.7727462545	16.0966666667	0.7606658496	0.7074804828	0.6445000613	0.00160517	6.90197832264E-005	0.0048905446
605	chr8	130874361	130874670	130874470	19	Intergenic	Intergenic	-8458	uc009nzt.2	Nrp1	neuropilin-1 precursor	25.75	27.04	23.18	6.44	7.73	6.44	0	0	605-Bmal1_n3R1	0	default	1	24	10.0776601256	3.7185461263	16.0966666667	0.730438727	0.6705362219	0.5781380806	0.0027413137	9.14497040347E-005	0.0064798647
606	chr4	101377971	101378250	101378085	18	Intergenic	L1MC3|LINE|L1	-11902	uc008tvz.2	Lepr	leptin receptor isoform 1	24.47	20.6	28.33	16.74	2.58	3.86	1.29	0	606-Bmal1_n3R1	1	default	1	24	10.2275394372	5.8797415741	16.0966666667	0.6628975317	0.587985872	0.6070533003	0.007497711	0.0001793768	0.0127101245
607	chr5	135477181	135477531	135477330	18	promoter-TSS (uc008zxf.1)	promoter-TSS (NR_026907)	-136	uc008zxf.1	Wbscr25	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933433J03 product:unclassifiable, full insert sequence.	23.18	29.62	27.04	6.44	6.44	3.86	0	3.86	607-Bmal1_n3R1	0	default	1	24	11.9141882872	4.5984673564	16.0966666667	0.7508885214	0.6955304151	0.6657535939	0.0019220816	7.51696113146E-005	0.0053263039
608	chr7	146099591	146099890	146099735	18	intron (uc009kfg.1, intron 1 of 5)	intron (NM_009760, intron 1 of 5)	1449	uc009kfg.1	Bnip3	BCL2/adenovirus E1B 19 kDa protein-interacting	19.32	27.04	21.89	15.45	6.44	6.44	1.29	0	608-Bmal1_n3R1	1	burg	1	24.0481927711	8.8776167447	5.4436684772	16.0966666667	0.8192133051	0.779038484	0.4749116188	0.0004542021	4.35328144606E-005	0.0030846109
609	chr3	138117731	138118250	138117920	17	intron (uc008rnk.1, intron 8 of 8)	intron (NM_007410, intron 8 of 8)	11862	uc008rnk.1	Adh5	alcohol dehydrogenase class-3	20.6	29.62	25.75	16.74	2.58	1.29	2.58	2.58	609-Bmal1_n3R1	1	burg	1	24.0481927711	12.6068079549	5.8464198867	16.0966666667	0.8276612612	0.7893637637	0.6703991643	0.000366204	4.18974171287E-005	0.0029687313
