ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Clock_CT0/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT4/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT8/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT12/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT16/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT20/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_KO/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_Input/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
657	chr15	96862461	96862920	96862575	13	intron (uc007xkr.1, intron 1 of 15)	intron (NM_027052, intron 1 of 15)	23697	uc007xkr.1	Slc38a4	sodium-coupled neutral amino acid transporter 4	7.91	10.28	12.65	8.7	5.53	3.95	0.79	2.37	657-Clock_n3R15	0	mle	1	23.0751445087	3.594053055	7.7676364696	8.17	0.8713946396	0.8428156707	0.3520931461	9.80992795959E-005	0.0004604251	0.0036094306
658	chr19	60871301	60871580	60871430	13	Intergenic	RCHARR1|DNA|MER1_type	-4844	uc008ibz.1	AK087340	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830012B05 product:unclassifiable, full insert sequence.	11.86	7.91	9.49	11.86	4.74	3.16	1.58	0	658-Clock_n3R15	0	mle	1	26.091503268	2.4402149921	5.8257864529	8.17	0.3094894267	0.1560426326	0.40566613	0.1889150243	0.033399048	0.2618266227
659	chr9	43894001	43894321	43894185	12	intron (uc009pbo.1, intron 2 of 12)	intron (NM_198091, intron 1 of 11)	-15692	uc009pbr.2	Mfrp	membrane frizzled-related protein isoform 1	8.7	7.12	14.23	4.74	3.95	10.28	0	0	659-Clock_n3R15	0	burg	1	22.1777777778	2.5909338115	5.5238282247	8.17	0.258765099	0.0940462321	0.4243923135	0.2598970616	0.0425281933	0.3333931316
660	chr9	121716601	121716980	121716835	12	intron (uc012hct.1, intron 13 of 15)	intron (NM_028384, intron 13 of 15)	-15165	uc009sdx.2	Hhatl	protein-cysteine N-palmitoyltransferase	7.91	10.28	11.07	8.7	5.53	5.53	0	3.95	660-Clock_n3R15	0	mle	1	24.0481927711	2.6903086132	6.8254790499	8.17	0.8934979904	0.8698308771	0.2603668181	4.19865424144E-005	0.0003065817	0.0024033993
661	chr12	111358361	111358700	111358505	12	Intergenic	MER58A|DNA|MER1_type	37757	uc007pbg.1	AK014028	Mus musculus 13 days embryo head cDNA, RIKEN full-length enriched library, clone:3110009F21 product:unclassifiable, full insert sequence.	12.65	10.28	8.7	5.53	3.95	7.91	0	1.58	661-Clock_n3R15	0	mle	1	24.6419753086	3.3175242928	1.176334663	8.17	0.7892924156	0.742468508	0.3520931461	0.000904817	0.0012185774	0.0095528474
662	chr16	10525261	10525561	10525475	12	intron (uc007ydu.1, intron 18 of 18)	intron (NM_007575, intron 18 of 18)	17736	uc007ydx.1	Dexi	dexamethasone-induced protein	6.33	10.28	12.65	10.28	3.95	5.53	0.79	3.95	662-Clock_n3R15	0	burg	1	22.5536723164	3.9260315807	8.3288170526	8.17	0.8517020928	0.8187470023	0.377716186	0.0001862549	0.0006188014	0.0048509972
663	chr17	29259661	29260041	29259865	11	Intergenic	Intergenic	-12150	uc008bsi.1	Rab44	ras-related protein Rab-44	11.07	4.74	14.23	8.7	4.74	5.53	0.79	2.37	663-Clock_n3R15	1	default	1	24	2.2900110446	7.5289837173	8.1683333333	0.2183457625	0.0446448208	0.4354632672	0.3300396287	0.0511471496	0.4009600939
664	chr14	63783031	63783300	63783195	17	intron (uc007uhi.1, intron 2 of 7)	intron (NM_010191, intron 2 of 7)	14163	uc007uhi.1	Fdft1	squalene synthase	15.81	4.74	4.74	5.53	11.07	7.12	1.58	0.79	664-Clock_n3R15	1	mle	1	22.3016759777	3.818532442	20.4072363344	8.1683333333	0.471203414	0.3536930615	0.4957327441	0.0568589574	0.0141103752	0.1106160833
665	chr3	108204741	108205080	108204850	11	exon (uc008qyx.1, exon 9 of 34)	exon (NM_001004177, exon 9 of 34)	13502	uc008qyx.1	Celsr2	cadherin EGF LAG seven-pass G-type receptor 2	8.7	9.49	9.49	7.12	8.7	4.74	0	0.79	665-Clock_n3R15	1	burg	1	26.972972973	1.4117829976	4.9649576527	8.04	0.4047502899	0.2724725766	0.2082024167	0.0968604241	0.0205381615	0.1610057104
666	chr7	28271821	28272100	28271955	11	promoter-TSS (uc009fwh.1)	promoter-TSS (NM_018820)	-12	uc009fwh.1	Sertad1	SERTA domain-containing protein 1	10.28	11.86	7.12	8.7	3.95	6.33	3.16	0	666-Clock_n3R15	1	burg	1	25.2658227848	2.3985635147	2.6546986839	8.04	0.5303964946	0.42604016	0.3233200921	0.0333265982	0.0097518808	0.076448347
667	chr9	46069281	46069800	46069445	9	Intergenic	PB1D9|SINE|Alu	-7151	uc009phf.1	Apoa5	apolipoprotein A-V precursor	11.86	6.33	7.12	11.86	6.33	4.74	2.37	3.16	667-Clock_n3R15	0	default	1	24	0.6879347771	10.1940954531	8.04	0.0326836502	-0.1822755386	0.3472555738	0.8611094943	0.1123652929	0.8808701712
668	chr11	53608221	53608720	53608500	9	intron (uc007ixa.1, intron 3 of 3)	intron (NR_033332, intron 3 of 3)	24954	uc007iww.2	Irf1	interferon regulatory factor 1 isoform a	12.65	7.91	10.28	6.33	4.74	6.33	1.58	2.37	668-Clock_n3R15	1	burg	1	27.9160839161	2.2751040798	27.50358675	8.04	0.4657640229	0.3470449169	0.3330640481	0.0595386648	0.0146098501	0.1145316391
669	chr6	108380061	108380380	108380265	8	intron (uc009ddh.2, intron 40 of 61)	intron (NM_010585, intron 40 of 61)	192941	uc009ddl.1	AK002866	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610040F04 product:unclassifiable, full insert sequence.	9.49	9.49	7.91	9.49	5.53	6.33	1.58	5.53	669-Clock_n3R15	0	burg	1	27.5310344828	1.3074383931	2.7441669241	8.04	0.4210462651	0.2923898795	0.2002230034	0.0854864672	0.0188425818	0.1477134782
670	chr7	28037181	28037590	28037325	17	intron (uc009fvm.1, intron 13 of 14)	intron (NM_133770, intron 13 of 14)	5566	uc009fvo.1	AK042797	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730025I02 product:unclassifiable, full insert sequence.	7.91	7.12	17.4	11.07	3.95	0.79	2.37	2.37	670-Clock_n3R15	0	mle	1	24.1939393939	6.2770274565	8.2732290859	8.04	0.7446623333	0.6879206296	0.6560761553	0.0021479145	0.0018829732	0.0147612747
671	chr9	104134381	104134820	104134535	12	intron (uc012gzk.1, intron 6 of 55)	intron (NM_001163026, intron 6 of 55)	30660	uc012gzk.1	Dnajc13	DnaJ (Hsp40) homolog, subfamily C, member 13	8.7	7.91	10.28	11.07	3.16	7.12	0	5.53	671-Clock_n3R15	0	burg	1	23.7619047619	2.1421896941	7.3667029693	8.04	0.3654707703	0.2244642748	0.3183682798	0.1291315451	0.0252379387	0.1978488804
672	chr18	12374061	12374380	12374265	12	intron (uc008ecb.1, intron 4 of 24)	L1M5|LINE|L1	20675	uc008ecb.1	Npc1	Niemann-Pick C1 protein	8.7	13.44	9.49	6.33	3.95	6.33	0	2.37	672-Clock_n3R15	0	burg	1	22.5536723164	3.6494086982	5.2764405808	8.04	0.7824098655	0.7340565022	0.3740811646	0.0010456261	0.0012931184	0.0101371998
673	chr5	90876741	90877140	90876855	10	Intergenic	Intergenic	-12975	uc008yaz.2	Alb	serum albumin precursor	9.49	3.16	9.49	11.07	8.7	6.33	0.79	8.7	673-Clock_n3R15	0	burg	1	21.9340659341	2.333515129	14.3043247114	8.04	0.3906829773	0.2552791945	0.3233830846	0.1075956964	0.0221551236	0.1736816325
674	chr10	80282061	80282550	80282270	10	Intergenic	RSINE1|SINE|B4	-6065	uc007geu.1	Jsrp1	junctional sarcoplasmic reticulum protein 1	15.02	9.49	7.12	7.12	6.33	3.16	0	0.79	674-Clock_n3R15	0	default	1	24	2.360176026	2.0793414603	8.04	0.2664711351	0.1034647206	0.4520427094	0.2479576076	0.0409483897	0.3210085085
675	chr14	51550531	51550821	51550700	10	promoter-TSS (uc007tma.1)	promoter-TSS (NM_001033271)	-152	uc007tma.1	Tmem55b	transmembrane protein 55B	10.28	10.28	7.91	8.7	2.37	8.7	2.37	1.58	675-Clock_n3R15	0	mle	1	24.6419753086	2.3824459576	2.3210789282	8.04	0.4393957092	0.3148169779	0.3332474643	0.0739526734	0.0170030153	0.1332924839
676	chr15	96859221	96859531	96859355	10	intron (uc007xkr.1, intron 1 of 15)	intron (NM_027052, intron 1 of 15)	27011	uc007xkr.1	Slc38a4	sodium-coupled neutral amino acid transporter 4	9.49	9.49	10.28	3.95	8.7	6.33	0	3.95	676-Clock_n3R15	1	default	1	24	1.5708941594	2.8674079298	8.04	0.2720574649	0.1102924571	0.2749028224	0.2395724838	0.0399428876	0.3131260319
677	chr5	125729611	125729930	125729725	9	Intergenic	Intergenic	-70186	uc008zqy.1	Ncor2	nuclear receptor corepressor 2	8.7	7.12	11.07	7.91	5.53	7.91	0	0.79	677-Clock_n3R15	0	burg	1	23.6213017751	1.2522117837	6.4837082822	8.04	0.2863424186	0.127751845	0.2081045624	0.2191313312	0.0372185929	0.2917693485
678	chr11	60740811	60741140	60740925	14	intron (uc007jgv.1, intron 1 of 1)	intron (NR_027800, intron 1 of 1)	4394	uc007jgv.1	Gm16516	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310015N14 product:gene trap locus F3a, full insert sequence.	11.86	9.49	6.33	8.7	4.74	7.12	0	3.16	678-Clock_n3R15	1	mle	1	26.972972973	1.9569567568	25.9865130457	8.04	0.4277287214	0.3005573262	0.2862993886	0.0811350998	0.0181609964	0.1423702962
679	chr1	130313121	130313500	130313275	13	intron (uc007clp.2, intron 1 of 15)	intron (NM_145507, intron 1 of 3)	683	uc007clp.2	Dars	aspartyl-tRNA synthetase, cytoplasmic isoform 1	10.28	7.12	12.65	7.91	7.91	2.37	0	5.53	679-Clock_n3R15	0	mle	1	24.95	2.6779326352	7.4252043519	8.04	0.3947153386	0.260207636	0.3910130737	0.1044283722	0.0217070072	0.1701686937
680	chr4	103059071	103059410	103059215	10	intron (uc008txr.1, intron 1 of 3)	MTEa|LTR|MaLR	4135	uc008txr.1	AK144477	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630076E19 product:unclassifiable, full insert sequence.	11.07	9.49	7.91	10.28	5.53	3.95	0	3.95	680-Clock_n3R15	0	default	1	24	1.7407042631	6.1143894058	8.0383333333	0.2820313451	0.1224827552	0.3185731113	0.225151414	0.0380208874	0.2980588108
681	chr8	36274521	36274871	36274725	10	Intergenic	MIRc|SINE|MIR	-164099	uc009lkw.1	Ppp1r3b	protein phosphatase 1 regulatory subunit 3B	9.49	8.7	5.53	10.28	10.28	3.95	0	1.58	681-Clock_n3R15	0	burg	1	23.3450292398	1.028062092	13.6225300846	8.0383333333	0.0913939763	-0.1105184734	0.3030347336	0.6496661703	0.0887495947	0.6957385922
682	chr18	5141391	5141710	5141545	18	Intergenic	Intergenic	94963	uc008dyr.2	Svil	supervillin	9.49	6.33	16.6	8.7	4.74	2.37	0	1.58	682-Clock_n3R15	1	default	1	24	4.540268865	7.9138531893	8.0383333333	0.5442514434	0.4429739864	0.5604499925	0.0291248608	0.0089473996	0.0701417427
683	chr4	117794821	117795070	117794915	16	intron (uc008ujk.2, intron 1 of 11)	intron (NM_001161774, intron 1 of 11)	12550	uc008ujk.2	St3gal3	CMP-N-acetylneuraminate-beta-1,4-galactoside	13.44	7.91	13.44	6.33	3.95	3.16	0.79	0.79	683-Clock_n3R15	0	mle	1	26.2631578947	3.3677755594	3.3526720803	8.0383333333	0.4341241615	0.3083739752	0.5124360588	0.0771338803	0.01751733	0.1373243737
684	chr8	87502711	87503050	87502820	15	promoter-TSS (uc012ghn.1)	promoter-TSS (NM_008416)	-263	uc012ghn.1	Junb	transcription factor jun-B	13.44	7.12	12.65	7.91	2.37	4.74	0.79	1.58	684-Clock_n3R15	0	mle	1	26.091503268	3.011765061	3.2200806065	8.0383333333	0.3640701664	0.2227524255	0.4932272899	0.13041916	0.0253447169	0.1986859517
685	chr6	120615411	120615970	120615630	14	promoter-TSS (uc009dno.2)	promoter-TSS (NM_001128151)	-749	uc009dno.2	Cecr2	cat eye syndrome chromosome region, candidate 2	4.74	7.12	18.19	10.28	3.95	3.95	0.79	0	685-Clock_n3R15	0	burg	1	22.6818181818	6.0437066169	9.1916222434	8.0383333333	0.7496021579	0.693958193	0.6286864015	0.0019671506	0.0018226135	0.0142880942
686	chr8	116614551	116615000	116614715	13	Intergenic	RMER15|LTR|ERVL	-42704	uc009nnw.2	Nudt7	peroxisomal coenzyme A diphosphatase NUDT7	3.95	7.91	15.81	8.7	5.53	6.33	0	6.33	686-Clock_n3R15	0	burg	1	22.4269662921	4.3590605391	9.2256361446	8.0383333333	0.6823139598	0.611717062	0.4731102848	0.0057410535	0.0031641392	0.0248047753
687	chr17	5491401	5491670	5491555	13	exon (uc008afe.1, exon 1 of 1)	Intergenic	978	uc008afe.1	AK048886	Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230044A15 product:hypothetical protein, full insert sequence.	11.07	5.53	9.49	9.49	5.53	7.12	0	0.79	687-Clock_n3R15	0	default	1	24	0.4449899403	6.055326629	8.0383333333	0.0233247009	-0.1937142544	0.2630805841	0.8992406252	0.1162635207	0.9114297198
688	chr2	11519561	11519860	11519715	12	exon (uc008iio.1, exon 3 of 12)	exon (NM_152824, exon 3 of 12)	5116	uc008iio.1	Rbm17	splicing factor 45	11.07	7.91	7.12	5.53	3.95	12.65	0	2.37	688-Clock_n3R15	0	mle	1	24.0481927711	3.4325399332	23.4117351372	8.0383333333	0.6507905466	0.5731884459	0.3743313199	0.0087879376	0.0040888872	0.0320541925
689	chr10	127201151	127201470	127201260	22	Intergenic	intron (NM_080436, intron 2 of 3)	-12151	uc007hkp.1	Rdh9	retinol dehydrogenase 9	8.7	18.98	9.49	5.53	3.16	2.37	0.79	3.16	689-Clock_n3R15	1	default	1	24	5.9370436367	4.7382006682	8.0383333333	0.6594376638	0.5837571446	0.6898250985	0.0078502733	0.0038084195	0.0298555101
690	chr18	65410591	65411000	65410705	18	Intergenic	Intergenic	2280	uc012bec.1	Mir122a	Mus musculus microRNA 122a (Mir122a), microRNA.	8.7	2.37	15.02	4.74	7.91	9.49	0.79	3.16	690-Clock_n3R15	0	default	1	24	0.4691158152	10.9972000318	8.0383333333	0.0070276817	-0.2136328335	0.4932272899	0.9687620936	0.1239672747	0.9718220962
691	chr13	59508531	59508791	59508670	15	Intergenic	Intergenic	150019	uc007qun.1	Agtpbp1	cytosolic carboxypeptidase 1 isoform 1	14.23	11.86	4.74	7.12	3.95	6.33	1.58	3.16	691-Clock_n3R15	0	burg	1	25.4267515924	3.7652525648	25.3263561457	8.0383333333	0.5968749186	0.5072915672	0.4662991647	0.0167679198	0.0062425275	0.0489373194
692	chr4	128923591	128923930	128923705	14	intron (uc008uwn.1, intron 1 of 6)	intron (NM_001033189, intron 1 of 6)	1927	uc008uwn.1	C77080	hypothetical protein LOC97130	10.28	12.65	10.28	8.7	3.16	3.16	0.79	1.58	692-Clock_n3R15	0	burg	1	24.7950310559	3.9939919338	5.0535881814	8.0383333333	0.7633905077	0.7108106206	0.4524144163	0.0015245608	0.0015853632	0.012428207
693	chr4	135511811	135512100	135511980	13	intron (uc012dnc.1, intron 5 of 8)	intron (NM_008254, intron 5 of 8)	-9125	uc008vhl.1	Gale	UDP-glucose 4-epimerase	11.86	11.07	5.53	8.7	6.33	4.74	0.79	2.37	693-Clock_n3R15	0	burg	1	27.3424657534	1.943906824	0.0612354543	8.0383333333	0.3332640549	0.1851005116	0.3381219349	0.1613587097	0.0295887355	0.2319562723
694	chr6	124428331	124428800	124428530	13	Intergenic	Intergenic	-13763	uc009dqw.2	Clstn3	calsyntenin-3 precursor	2.37	7.12	16.6	13.44	7.91	0.79	1.58	6.33	694-Clock_n3R15	0	mle	1	24.0481927711	7.7789009985	9.7764783729	8.0383333333	0.9645797956	0.956708639	0.6963809068	2.96230509012E-007	2.61260643768E-005	0.0002048112
695	chr3	108633461	108633721	108633575	12	intron (uc008qzr.3, intron 1 of 18)	intron (NM_011504, intron 1 of 18)	9829	uc008qzr.3	Stxbp3a	syntaxin-binding protein 3	10.28	11.07	11.86	7.12	5.53	2.37	0.79	0.79	695-Clock_n3R15	0	burg	1	25.2658227848	3.6000911357	5.2451404926	8.0383333333	0.723405158	0.6619396375	0.4190715488	0.0030782107	0.0022446116	0.0175962823
696	chr8	129331181	129331520	129331300	9	Intergenic	Intergenic	-41570	uc009nyz.1	AK041328	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630001O12 product:unclassifiable, full insert sequence.	11.86	10.28	11.86	4.74	4.74	4.74	0	2.37	696-Clock_n3R15	0	default	1	24	3.3900699301	4	8.0366666667	0.6319193495	0.5501236493	0.4154049408	0.0111363647	0.0047516443	0.037249774
697	chr10	75298161	75298500	75298345	16	promoter-TSS (uc011xgs.1)	promoter-TSS (NM_010361)	-704	uc011xgs.1	Gstt2	glutathione S-transferase theta-2	8.7	13.44	15.81	4.74	3.16	2.37	0.79	0	697-Clock_n3R15	0	burg	1	23.4823529412	6.0345893318	6.1175395615	8.0366666667	0.7796820431	0.7307224972	0.6361383001	0.0011059221	0.001339236	0.0104987319
698	chr14	30809331	30809640	30809445	16	3' UTR (uc007sun.1, exon 11 of 11)	3' UTR (NM_019583, exon 11 of 11)	12597	uc007sun.1	Il17rb	interleukin-17 receptor B precursor	4.74	5.53	15.02	11.07	5.53	6.33	1.58	10.28	698-Clock_n3R15	0	burg	1	23.0751445087	4.3029714766	10.0022208316	8.0366666667	0.6861305935	0.6163818365	0.4664469041	0.005437139	0.003055504	0.0239531467
699	chr3	88981141	88981400	88981285	15	intron (uc012cse.1, intron 12 of 19)	promoter-TSS (NM_011886)	-5877	uc008pxy.1	Fam189b	hypothetical protein LOC68521	4.74	8.7	11.86	13.44	3.95	5.53	3.16	1.58	699-Clock_n3R15	1	burg	1	23.2093023256	4.4143205607	9.4444694714	8.0366666667	0.7749524549	0.7249418893	0.4489427767	0.0012168422	0.0014185852	0.0111207775
700	chr13	64533511	64533911	64533675	15	promoter-TSS (uc007qyx.1)	promoter-TSS (NM_053180)	-150	uc007qyx.1	Cdk20	cell division protein kinase 20	15.81	11.07	9.49	2.37	3.95	5.53	1.58	3.95	700-Clock_n3R15	0	burg	1	24.490797546	4.9839727704	1.3336728276	8.0366666667	0.7193590502	0.6569943947	0.5720910089	0.0032860918	0.0023189927	0.0181793812
701	chr12	71334701	71335150	71334905	13	exon (uc007ntn.1, exon 5 of 5)	ID4|SINE|ID	6097	uc007ntn.1	AK154735	Mus musculus B6-derived CD11 +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F730035M05 product:unclassifiable, full insert sequence.	15.81	3.95	10.28	9.49	5.53	3.16	1.58	2.37	701-Clock_n3R15	0	default	1	24	0.9136319802	4.9761049932	8.0366666667	0.0245410368	-0.1922276217	0.5431740708	0.8942120472	0.1157057959	0.9070575232
702	chr3	83669071	83669560	83669255	12	Intergenic	RMER19B|LTR|ERVK	-23785	uc008ppn.2	Tlr2	toll-like receptor 2 precursor	4.74	8.7	15.81	10.28	5.53	3.16	0.79	5.53	702-Clock_n3R15	0	mle	1	24.0481927711	5.5945442519	8.638252548	8.0366666667	0.8926679579	0.868816393	0.5250445048	4.34792721742E-005	0.0003065817	0.0024033993
703	chr9	61993091	61993380	61993265	11	Intergenic	Intergenic	-74815	uc009qac.1	Glce	D-glucuronyl C5-epimerase	11.07	7.12	7.91	7.12	6.33	7.91	0	3.16	703-Clock_n3R15	0	burg	1	25.9220779221	1.3979586004	24.2165879805	7.91	0.4474035856	0.3246043824	0.1912433414	0.0693164451	0.016286088	0.1276722445
704	chr7	104567231	104567660	104567370	7	Intergenic	Intergenic	-1425	uc009ije.1	Thrsp	thyroid hormone-inducible hepatic protein	7.91	6.33	10.28	8.7	7.12	7.12	0	6.33	704-Clock_n3R15	0	burg	1	22.5536723164	1.1311311313	10.4857005288	7.91	0.408415779	0.2769526188	0.1630928695	0.0942051441	0.0201625365	0.1580610575
705	chr17	86327801	86328170	86327900	11	Intergenic	Intergenic	216530	uc008due.2	Srbd1	S1 RNA-binding domain-containing protein 1	6.33	5.53	9.49	9.49	7.12	9.49	0.79	3.16	705-Clock_n3R15	0	mle	1	25.106918239	1.2015192745	12.3723431492	7.9083333333	0.2903887875	0.1326974069	0.2082512784	0.213595506	0.0365688311	0.286675642
706	chr4	101347441	101347770	101347550	10	Intergenic	Intergenic	27217	uc008tvu.1	Leprot	leptin receptor gene-related protein	10.28	10.28	6.33	9.49	4.74	6.33	0.79	3.16	706-Clock_n3R15	0	default	1	24	1.5309388619	3.428877342	7.9083333333	0.2822058618	0.1226960533	0.2769003813	0.2249052448	0.0379911567	0.2978257419
707	chr4	144547061	144547410	144547245	10	Intergenic	Intergenic	-26106	uc008vrp.1	AK147071	Mus musculus 17 days embryo kidney cDNA, RIKEN full-length enriched library, clone:I920096N20 product:unclassifiable, full insert sequence.	11.07	7.91	11.07	7.12	6.33	3.95	0	3.95	707-Clock_n3R15	0	default	1	24	1.9767915075	5.8383877885	7.9083333333	0.3673284496	0.2267347717	0.3214442769	0.1274390063	0.0249716278	0.1957611773
708	chr4	140918891	140919360	140919105	8	Intergenic	Intergenic	-5010	uc008vod.1	Fam131c	hypothetical protein LOC277743	6.33	9.49	9.49	11.07	10.28	0.79	1.58	3.95	708-Clock_n3R15	0	yule-walker	1	24.6419753086	3.9606813676	9.5212200568	7.9083333333	0.6337637761	0.5523779486	0.4434315987	0.0108874416	0.0047100014	0.0369233206
709	chr6	121072701	121073071	121072895	15	Intergenic	Intergenic	-41259	uc009dnz.2	Mical3	protein MICAL-3	8.7	18.19	4.74	7.12	0	8.7	0.79	0	709-Clock_n3R15	0	burg	1	23.6213017751	5.2879442822	3.1338338332	7.9083333333	0.4838920386	0.3692013805	0.6929116377	0.0509720985	0.0131503517	0.1030901291
710	chr7	52960071	52960211	52960185	12	promoter-TSS (uc009gws.2)	promoter-TSS (NM_016974)	-476	uc009gws.2	Dbp	D site-binding protein	10.28	6.33	7.91	9.49	5.53	7.91	0	1.58	710-Clock_n3R15	0	default	1	24	0.3176586963	0.9411351734	7.9083333333	0.0192659022	-0.1986750084	0.2082512784	0.916179853	0.1180921528	0.9257649953
711	chr11	101450941	101451370	101451065	12	intron (uc007lpl.1, intron 7 of 8)	intron (NM_144830, intron 7 of 8)	7599	uc007lpl.1	Tmem106a	transmembrane protein 106A	7.12	11.07	11.07	7.12	2.37	8.7	0	4.74	711-Clock_n3R15	0	burg	1	22.1777777778	3.4126974208	6.0917357458	7.9083333333	0.6373956125	0.5568168598	0.3741658277	0.0104099525	0.0045736971	0.0358547843
712	chr12	78602811	78603320	78603005	8	Intergenic	Intergenic	263057	uc007nzb.1	Fut8	alpha-(1,6)-fucosyltransferase	9.49	9.49	10.28	0.79	7.12	10.28	1.58	3.16	712-Clock_n3R15	0	burg	1	22.3016759777	3.3598846737	2.4674156948	7.9083333333	0.5033424366	0.3929740891	0.4242640949	0.042880194	0.0116269228	0.0911474458
713	chr9	34935261	34935470	34935365	13	intron (uc009osp.1, intron 4 of 5)	intron (NM_027030, intron 4 of 5)	-10970	uc009osm.1	St3gal4	CMP-N-acetylneuraminate-beta-galactosamide-	10.28	7.91	10.28	10.28	6.33	2.37	0.79	2.37	713-Clock_n3R15	0	mle	1	25.2658227848	2.686015597	7.2047763442	7.9083333333	0.4851492686	0.370737995	0.3651676908	0.0504157234	0.0130409666	0.102232622
714	chr7	52379801	52380190	52379945	12	promoter-TSS (uc009gth.2)	promoter-TSS (NM_013725)	-236	uc009gth.2	Rps11	40S ribosomal protein S11	9.49	13.44	7.91	6.33	3.16	7.12	0.79	4.74	714-Clock_n3R15	0	mle	1	23.0751445087	3.6493477336	4.0118977491	7.9083333333	0.7370620419	0.6786313845	0.3957139395	0.0024509801	0.0020147937	0.0157946605
715	chr8	114232171	114232520	114232395	10	Intergenic	B3A|SINE|B2	-17435	uc009nms.2	Ctrb1	chymotrypsinogen B precursor	11.07	7.91	10.28	7.91	5.53	4.74	0.79	0	715-Clock_n3R15	0	default	1	24	1.8036499713	5.4927131653	7.9066666667	0.3843495209	0.2475383033	0.2889430401	0.1127207833	0.0228994739	0.1795168503
716	chr12	16625601	16625930	16625820	10	Intergenic	Intergenic	-29189	uc007nbs.2	Lpin1	phosphatidate phosphatase LPIN1 isoform b	11.86	8.7	12.65	6.33	3.95	3.95	0	0	716-Clock_n3R15	0	mle	1	25.2658227848	3.2044357057	4.1858167977	7.9066666667	0.5393210123	0.4369479039	0.4398056731	0.0305698155	0.0092313688	0.0723678744
717	chr8	127175591	127175931	127175805	18	intron (uc009nxg.1, intron 1 of 3)	intron (NM_175149, intron 1 of 3)	11508	uc009nxg.1	2310022B05Rik	hypothetical protein LOC69551	9.49	0.79	18.98	9.49	4.74	3.95	0.79	2.37	717-Clock_n3R15	0	burg	1	22.4269662921	4.3754881296	10.1847747041	7.9066666667	0.3014421496	0.1462070718	0.7374051113	0.1990264053	0.0347986103	0.2727982731
718	chr3	88225911	88226231	88226065	13	intron (uc008pve.2, intron 1 of 3)	intron (NR_027357, intron 1 of 3)	2990	uc008pve.2	Slc25a44	solute carrier family 25 member 44 isoform a	7.12	14.23	9.49	4.74	7.12	4.74	0	2.37	718-Clock_n3R15	0	burg	1	23.3450292398	3.178448132	5.2325275986	7.9066666667	0.5003794366	0.3893526448	0.4123721404	0.0440434541	0.0118338222	0.0927694018
719	chr11	102050861	102051090	102050975	13	promoter-TSS (uc007lqt.1)	promoter-TSS (NM_175935)	-38	uc007lqt.1	G6pc3	glucose-6-phosphatase 3	10.28	10.28	11.07	6.33	4.74	4.74	0.79	0	719-Clock_n3R15	0	burg	1	23.7619047619	2.9652024977	5.059900961	7.9066666667	0.7371611183	0.6787524779	0.3417709015	0.0024468269	0.0020147937	0.0157946605
720	chr14	46007221	46007511	46007370	12	intron (uc007tgp.1, intron 1 of 5)	intron (NM_019425, intron 1 of 5)	1105	uc007tgp.1	Gnpnat1	glucosamine 6-phosphate N-acetyltransferase	11.86	4.74	11.86	7.91	3.95	7.12	0	3.95	720-Clock_n3R15	0	mle	1	25.9220779221	1.3249082921	2.8792637669	7.9066666667	0.1045378097	-0.0944537882	0.3917324754	0.6084328287	0.084245513	0.6604295467
