ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per2_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
764	chr11	112962641	112963210	112962995	25	intron (uc007mei.2, intron 1 of 2)	intron (NR_015556, intron 1 of 2)	100227	uc007mei.2	2610035D17Rik	Mus musculus 10 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2610035D17 product:unclassifiable, full insert sequence.	10.08	4.03	4.03	10.08	31.24	16.12	4.03	9.07	764-Per2_n3R16	0	burg	1	23.4823529412	10.2665016409	17.4288561515	12.5966666667	0.6580925801	0.5821131535	0.738639409	0.0079907651	8.41156839925E-005	0.0151900313
765	chr15	79218661	79219040	79218825	24	intron (uc007wti.1, intron 1 of 8)	intron (NM_172608, intron 1 of 8)	-13120	uc011zwa.1	Mir1943	Mus musculus microRNA 1943 (Mir1943), microRNA.	8.06	2.02	5.04	13.1	29.22	18.14	3.02	10.08	765-Per2_n3R16	0	burg	1	23.4823529412	10.5745516744	16.9590389771	12.5966666667	0.7648721963	0.7126215733	0.7224188134	0.0014820674	3.44808803472E-005	0.00622673
766	chr6	54766321	54766650	54766475	22	promoter-TSS (uc009cae.2)	promoter-TSS (NM_199143)	-425	uc009cae.2	Znrf2	E3 ubiquitin-protein ligase ZNRF2	5.04	3.02	6.05	12.09	27.21	22.17	3.02	10.08	766-Per2_n3R16	1	mle	1	24.490797546	9.8908471007	16.9223399167	12.5966666667	0.7437953862	0.6868610276	0.7226092553	0.0021809276	0.000039484	0.0071302155
767	chr19	47322281	47322661	47322490	20	intron (uc008huu.1, intron 3 of 5)	intron (NM_001163480, intron 3 of 5)	-14323	uc012bne.1	Gm5098	SubName: Full=Putative uncharacterized protein;	9.07	5.04	3.02	14.11	30.23	14.11	4.03	5.04	767-Per2_n3R16	0	burg	1	23.2093023256	10.0446058552	16.8622228416	12.5966666667	0.673329936	0.6007365885	0.707656103	0.0065086665	7.37402029746E-005	0.013316375
768	chr10	79785991	79786441	79786265	19	promoter-TSS (uc007gcr.2)	CpG	-344	uc007gcr.2	Pcsk4	SubName: Full=Putative uncharacterized protein;	6.05	4.03	6.05	29.22	16.12	14.11	5.04	5.04	768-Per2_n3R16	0	burg	1	23.6213017751	9.0855347551	14.223378742	12.5966666667	0.5899448357	0.4988214659	0.6876141802	0.0181046564	0.0001511194	0.0272898899
769	chr5	115971571	115971890	115971700	18	intron (uc008zea.1, intron 1 of 11)	intron (NM_133915, intron 1 of 11)	15019	uc008zea.1	Pxn	paxillin isoform beta	10.08	3.02	6.05	14.11	18.14	24.18	3.02	8.06	769-Per2_n3R16	0	burg	1	25.106918239	8.0411290844	17.9132748043	12.5966666667	0.7796953141	0.7307387173	0.5688695755	0.0011056223	3.16604616781E-005	0.0057174047
770	chr19	44533121	44533660	44533365	18	Intergenic	Intergenic	-34572	uc008hpt.2	Wnt8b	protein Wnt-8b	2.02	3.02	3.02	20.15	32.25	15.12	4.03	12.09	770-Per2_n3R16	0	burg	1	22.8114285714	12.922732214	15.8647951341	12.5966666667	0.7354014555	0.676601779	0.8845788192	0.0025214103	4.18892911495E-005	0.0075645779
771	chr1	90108281	90108660	90108510	17	promoter-TSS (uc007byk.1)	promoter-TSS (NM_201645)	-64	uc007byk.1	Ugt1a1	UDP-glucuronosyltransferase 1-1	13.1	3.02	11.08	10.08	23.18	15.12	5.04	33.25	771-Per2_n3R16	0	burg	1	23.0751445087	6.4701701193	17.3807057407	12.5966666667	0.5985381404	0.5093243938	0.479584289	0.0164588434	0.0001401832	0.0253149752
772	chr8	124698111	124698500	124698325	17	Intergenic	Intergenic	-107736	uc009nsj.1	Zfpm1	zinc finger protein ZFPM1	7.05	2.02	6.05	22.17	21.16	17.13	3.02	2.02	772-Per2_n3R16	0	burg	1	23.4823529412	9.2617157894	15.6596762754	12.5966666667	0.7905798202	0.7440420024	0.6242633338	0.0008802041	3.06104140709E-005	0.0055277818
773	chr9	44607851	44608280	44607965	17	promoter-TSS (uc009pem.1)	promoter-TSS (NM_027865)	-766	uc009pem.1	Tmem25	transmembrane protein 25 precursor	8.06	3.02	6.05	12.09	27.21	19.15	2.02	20.15	773-Per2_n3R16	1	burg	1	23.4823529412	9.5372611665	17.1652211507	12.5966666667	0.7644123898	0.7120595875	0.6577598188	0.0014951543	3.45036123316E-005	0.006230835
774	chr15	39956171	39956580	39956325	17	Intergenic	MIRc|SINE|MIR	-37778	uc007vop.1	BC048765	Mus musculus, clone IMAGE:6772812, mRNA.	6.05	2.02	7.05	18.14	25.19	17.13	2.02	14.11	774-Per2_n3R16	0	mle	1	23.4823529412	9.6926383722	15.9133632425	12.5966666667	0.8302875187	0.792573634	0.6444157754	0.0003417528	2.9775126187E-005	0.0053769413
775	chr5	149552431	149552810	149552565	16	promoter-TSS (uc012ehd.1)	promoter-TSS (NR_028285)	-796	uc012ehd.1	2210417A02Rik	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210417A02 product:unclassifiable, full insert sequence.	7.05	9.07	6.05	14.11	26.2	13.1	6.05	9.07	775-Per2_n3R16	1	burg	1	22.3016759777	7.0926153655	16.5276277297	12.5966666667	0.5683792375	0.4724635125	0.5361313116	0.0228013454	0.0001817608	0.0328232805
776	chr8	116963211	116963610	116963380	16	promoter-TSS (uc009nod.2)	promoter-TSS (NM_019573)	-142	uc009nod.2	Wwox	WW domain-containing oxidoreductase	9.07	5.04	5.04	10.08	20.15	26.2	2.02	9.07	776-Per2_n3R16	0	burg	1	25.9220779221	8.9822026695	18.4810732802	12.5966666667	0.7839560075	0.7359462314	0.6276697976	0.0010126046	3.10087419186E-005	0.0055997138
777	chr4	135301471	135301970	135301695	15	intron (uc008vgx.1, intron 5 of 6)	intron (NM_178257, intron 5 of 6)	-13910	uc008vgy.1	Myom3	myomesin-3	14.11	1.01	8.06	12.09	27.21	13.1	4.03	6.05	777-Per2_n3R16	0	burg	1	22.4269662921	9.0443025502	17.1858455763	12.5966666667	0.6553596337	0.5787728856	0.6243989332	0.0082822368	0.000085853	0.0155037627
778	chr8	73284791	73285231	73285010	15	promoter-TSS (uc009mbl.1)	promoter-TSS (NM_183170)	-191	uc009mbl.1	Mpv17l2	mpv17-like protein 2	6.05	4.03	2.02	16.12	30.23	17.13	2.02	4.03	778-Per2_n3R16	0	mle	1	23.3450292398	11.2159318632	16.6604923753	12.5966666667	0.7378713876	0.6796205848	0.7751241751	0.002417213	4.11186824614E-005	0.0074254175
779	chr11	115949591	115949980	115949830	10	Intergenic	Intergenic	-1507	uc007mjv.1	Wbp2	WW domain-binding protein 2	12.09	7.05	10.08	13.1	18.14	15.12	4.03	26.2	779-Per2_n3R16	0	mle	1	24.0481927711	4.1439595384	17.0784231175	12.5966666667	0.788694992	0.7417383236	0.2801195235	0.0009164189	3.06104140709E-005	0.0055277818
780	chr10	127986131	127986510	127986350	16	promoter-TSS (uc007hnk.2)	promoter-TSS (NM_018860)	-96	uc007hnk.2	Rpl41	60S ribosomal protein L41	10.08	2.02	4.03	18.14	21.16	20.15	4.03	12.09	780-Per2_n3R16	0	mle	1	23.4823529412	9.1540953516	17.0706156255	12.5966666667	0.8167886076	0.7760749648	0.608654808	0.0004822654	2.9775126187E-005	0.0053769413
781	chr5	65884021	65884410	65884135	23	promoter-TSS (uc008xnt.1)	promoter-TSS (NM_133697)	-141	uc008xnt.1	1110003E01Rik	hypothetical protein LOC68552	13.1	2.02	3.02	16.12	24.18	17.13	3.02	2.02	781-Per2_n3R16	0	burg	1	22.1777777778	9.9176799789	17.5517817757	12.595	0.8203675248	0.780449197	0.6243035477	0.0004412979	2.9775126187E-005	0.0053769413
782	chr17	31176511	31176870	31176755	20	Intergenic	Intergenic	-17949	uc008buj.2	Abcg1	ATP-binding cassette sub-family G member 1	7.05	5.04	5.04	11.08	22.17	25.19	4.03	9.07	782-Per2_n3R16	1	burg	1	25.4267515924	8.9284911922	17.8943179605	12.595	0.7653143284	0.7131619569	0.646251916	0.0014695677	3.44675650021E-005	0.0062243254
783	chr11	98451981	98452560	98452185	16	Intergenic	Intergenic	-3711	uc007lgr.1	Ormdl3	ORM1-like protein 3	9.07	10.08	4.03	8.06	28.21	16.12	8.06	30.23	783-Per2_n3R16	1	burg	1	23.6213017751	7.6686369713	18.0425124969	12.595	0.5164382523	0.4089800861	0.6225844613	0.038021892	0.000276443	0.049921461
784	chr4	135770741	135771131	135771015	11	intron (uc008vhu.2, intron 1 of 24)	intron (NM_001008232, intron 1 of 24)	8656	uc008vhu.2	Asap3	arf-GAP with SH3 domain, ANK repeat and PH	9.07	5.04	11.08	16.12	16.12	18.14	5.04	36.28	784-Per2_n3R16	1	mle	1	24.6419753086	4.8137301742	15.8638818137	12.595	0.6965241232	0.6290850395	0.3658525271	0.004672602	5.94364713672E-005	0.0107333355
785	chr4	135577571	135577970	135577795	28	promoter-TSS (uc008vhp.1)	promoter-TSS (NM_013736)	-206	uc008vhp.1	Tceb3	transcription elongation factor B polypeptide 3	8.06	3.02	5.04	12.09	34.26	13.1	4.03	4.03	785-Per2_n3R16	0	burg	1	23.4823529412	11.0048453546	16.5435758305	12.595	0.6066374732	0.5192235783	0.819496334	0.0150164901	0.0001311456	0.0236829303
786	chr4	149506731	149507031	149506895	25	intron (uc008vxk.1, intron 6 of 13)	intron (NM_019741, intron 6 of 13)	13428	uc008vxk.1	Slc2a5	solute carrier family 2, facilitated glucose	7.05	4.03	4.03	10.08	30.23	20.15	2.02	1.01	786-Per2_n3R16	1	burg	1	24.0481927711	10.5138477247	17.3949400746	12.595	0.7023170543	0.6361652885	0.7614500658	0.0042844275	5.65003781238E-005	0.0102031211
787	chr1	121396031	121396340	121396230	24	intron (uc007cis.2, intron 1 of 4)	intron (NM_022327, intron 1 of 4)	5174	uc007cis.2	Ralb	ras-related protein Ral-B precursor	7.05	5.04	4.03	13.1	25.19	21.16	1.01	12.09	787-Per2_n3R16	0	default	1	24	9.1952059582	17.3570437168	12.595	0.7808806452	0.7321874552	0.6429265297	0.0010791041	3.15041340441E-005	0.0056891742
788	chr6	140622931	140623370	140623170	20	intron (uc009eok.1, intron 8 of 8)	ID4_|SINE|ID	50940	uc009eok.1	Aebp2	zinc finger protein AEBP2 isoform 3	12.09	6.05	3.02	12.09	28.21	14.11	8.06	14.11	788-Per2_n3R16	0	burg	1	22.9425287356	9.0741778523	17.5846604365	12.595	0.6677681551	0.5939388563	0.6328121663	0.0070224016	7.73067309749E-005	0.0139604364
789	chr7	19716841	19717180	19716955	20	intron (uc009fkt.2, intron 1 of 1)	CpG	11802	uc009fkt.2	Fbxo46	F-box only protein 46	11.08	3.02	4.03	9.07	25.19	23.18	3.02	4.03	789-Per2_n3R16	0	burg	1	23.7619047619	10.4064422678	18.4181556309	12.595	0.8309233904	0.7933508105	0.6879283502	0.0003360283	2.9775126187E-005	0.0053769413
790	chr12	81319211	81319441	81319345	19	intron (uc007oap.2, intron 1 of 20)	intron (NM_134156, intron 1 of 20)	42032	uc007oap.2	Actn1	alpha-actinin-1	10.08	3.02	6.05	16.12	20.15	20.15	3.02	7.05	790-Per2_n3R16	1	yule-walker	1	23.6213017751	7.9266378384	17.1984671859	12.595	0.8291567547	0.7911915891	0.5300622062	0.0003521196	2.9775126187E-005	0.0053769413
791	chr10	75398311	75398790	75398480	17	5' UTR (uc007ftr.1, exon 1 of 4)	5' UTR (NM_175329, exon 1 of 4)	390	uc007ftr.1	Chchd10	coiled-coil-helix-coiled-coil-helix	7.05	7.05	3.02	21.16	23.18	14.11	7.05	2.02	791-Per2_n3R16	0	burg	1	23.7619047619	8.2919735685	15.6698085478	12.595	0.6691882284	0.5956745014	0.5984411561	0.0068883356	0.000076443	0.0138044568
792	chr10	95588401	95588760	95588645	16	Intergenic	Intergenic	185283	uc007gwv.1	Eea1	early endosome antigen 1	7.05	5.04	7.05	12.09	23.18	21.16	2.02	20.15	792-Per2_n3R16	1	yule-walker	1	24.1939393939	7.8505680471	17.2638536242	12.595	0.7599582999	0.7066156999	0.5653614429	0.001626635	3.54527084761E-005	0.0064022276
793	chr1	121401291	121401640	121401505	15	promoter-TSS (uc007cis.2)	promoter-TSS (NM_022327)	-106	uc007cis.2	Ralb	ras-related protein Ral-B precursor	11.08	4.03	6.05	12.09	17.13	25.19	4.03	5.04	793-Per2_n3R16	0	burg	1	25.106918239	8.0850970292	18.6287475539	12.595	0.7845149299	0.7366293587	0.5594941233	0.0010008692	3.09903264132E-005	0.0055963883
794	chr8	36269291	36269730	36269485	13	Intergenic	Intergenic	-169285	uc009lkw.1	Ppp1r3b	protein phosphatase 1 regulatory subunit 3B	12.09	3.02	8.06	17.13	22.17	13.1	3.02	17.13	794-Per2_n3R16	0	burg	1	22.0552486188	7.6454081804	16.4861878453	12.595	0.7772451825	0.7277441119	0.4862068589	0.0011620424	3.20855941218E-005	0.0057941772
795	chr5	123485571	123486000	123485775	12	Intergenic	Intergenic	11044	uc008zna.1	Morn3	MORN repeat-containing protein 3	11.08	5.04	7.05	20.15	19.15	13.1	7.05	17.13	795-Per2_n3R16	0	burg	1	21.2340425532	6.7356272404	16.2781488903	12.595	0.7080658776	0.6431916282	0.4472846795	0.0039244777	5.35235720438E-005	0.0096655546
796	chr7	133890331	133890801	133890625	10	Intergenic	Intergenic	-12574	uc009jsm.1	Mapk3	mitogen-activated protein kinase 3	7.05	3.02	7.05	15.12	24.18	19.15	2.02	15.12	796-Per2_n3R16	1	burg	1	24.3414634146	8.5605041378	16.4435557827	12.595	0.8102960775	0.7681396503	0.5947952106	0.0005640835	2.9775126187E-005	0.0053769413
797	chr11	70258161	70258440	70258295	31	Intergenic	Intergenic	-7133	uc007juv.1	Med11	mediator of RNA polymerase II transcription	3.02	2.02	4.03	14.11	36.28	15.12	4.03	6.05	797-Per2_n3R16	1	yule-walker	1	22.6818181818	13.1377067121	16.387415446	12.43	0.6551492659	0.5785157694	0.9554986829	0.0083050107	0.000085999	0.0155301389
798	chr17	66281151	66281441	66281300	26	intron (uc008dgr.2, intron 3 of 4)	intron (NM_023053, intron 3 of 4)	19231	uc008dgr.2	Twsg1	twisted gastrulation protein homolog 1	6.05	2.02	5.04	17.13	30.23	14.11	0	9.07	798-Per2_n3R16	0	burg	1	23.0751445087	11.2583796583	16.0729783553	12.43	0.7566995232	0.7026327505	0.7670533019	0.0017283963	3.63359174087E-005	0.0065617219
799	chr17	17975001	17975391	17975285	16	exon (uc012alg.1, exon 7 of 9)	exon (NM_001162909, exon 7 of 9)	7257	uc012alg.1	Ncrna00085	immunoglobulin domain-containing protein	9.07	6.05	4.03	15.12	23.18	17.13	2.02	5.04	799-Per2_n3R16	0	burg	1	22.9425287356	7.9705314612	17.2015729998	12.43	0.7896510254	0.7429068088	0.5371165558	0.0008979079	3.06104140709E-005	0.0055277818
800	chr8	14850291	14850751	14850555	10	Intergenic	Intergenic	-38015	uc009kze.1	Cln8	protein CLN8	10.08	9.07	6.05	15.12	18.14	16.12	7.05	46.35	800-Per2_n3R16	1	burg	1	23.0751445087	4.9491711293	17.3130415449	12.43	0.7400606771	0.6822963831	0.3459883839	0.0023276835	4.04416540912E-005	0.0073031563
801	chr17	29678411	29678690	29678545	23	intron (uc012aoo.1, intron 1 of 1)	MLT1H|LTR|MaLR	7988	uc012aoo.1	Tmem217	transmembrane protein 217	5.04	4.03	5.04	17.13	27.21	16.12	3.02	3.02	801-Per2_n3R16	1	burg	1	23.2093023256	9.9105047019	16.1131348358	12.4283333333	0.7687691198	0.7173844797	0.6842671098	0.0013746947	0.000033618	0.0060709024
802	chr7	28275821	28276250	28275940	20	TTS (uc009fwh.1)	TTS (NM_018820)	4063	uc009fwh.1	Sertad1	SERTA domain-containing protein 1	11.08	3.02	2.02	9.07	23.18	26.2	2.02	2.02	802-Per2_n3R16	1	default	1	24	11.3111141496	18.7962704863	12.4283333333	0.8652992174	0.8353657102	0.7455915231	0.0001208274	2.9775126187E-005	0.0053769413
803	chr18	61694131	61694491	61694285	15	intron (uc008fca.2, intron 1 of 12)	intron (NM_177828, intron 1 of 12)	1879	uc008fca.2	Arhgef37	rho guanine nucleotide exchange factor 37	9.07	5.04	9.07	7.05	18.14	26.2	7.05	11.08	803-Per2_n3R16	0	yule-walker	1	27.7222222222	7.6296399221	18.45430666	12.4283333333	0.6239338043	0.5403635385	0.5952258268	0.0122656152	0.0001127248	0.0203564049
804	chr13	70729331	70729610	70729490	29	intron (uc007rcv.2, intron 18 of 18)	intron (NM_144837, intron 18 of 18)	17351	uc007rcu.1	AK007102	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700100L14 product:unclassifiable, full insert sequence.	4.03	2.02	3.02	10.08	37.28	18.14	3.02	5.04	804-Per2_n3R16	1	burg	1	23.0751445087	13.2991758681	16.9821312468	12.4283333333	0.6311852962	0.5492264731	0.9980258843	0.0112366543	0.0001057859	0.0191033461
805	chr8	108465901	108466330	108466125	26	exon (uc009neq.2, exon 3 of 6)	exon (NM_008490, exon 3 of 6)	1187	uc009neq.2	Lcat	phosphatidylcholine-sterol acyltransferase	6.05	2.02	3.02	16.12	34.26	13.1	3.02	11.08	805-Per2_n3R16	0	burg	1	23.3450292398	12.4505771448	16.1900113823	12.4283333333	0.6871633234	0.6176440619	0.8864354217	0.0053570967	6.48198108697E-005	0.0117054859
806	chr4	124495051	124495330	124495175	24	intron (uc008urb.2, intron 2 of 10)	intron (NM_008636, intron 2 of 10)	15397	uc008urb.2	Mtf1	metal regulatory transcription factor 1	7.05	5.04	7.05	14.11	27.21	14.11	6.05	11.08	806-Per2_n3R16	0	burg	1	23.6213017751	8.3465804965	16.1087788967	12.4283333333	0.6945937926	0.6267257465	0.6026493895	0.004807844	6.05665511765E-005	0.010937411
807	chr4	140255541	140255890	140255670	21	Intergenic	Intergenic	-1673	uc008vna.2	Rcc2	protein RCC2	4.03	5.04	4.03	13.1	21.16	27.21	2.02	4.03	807-Per2_n3R16	1	burg	1	26.7919463087	9.237562626	17.2205819267	12.4283333333	0.7015775053	0.6352613954	0.727750422	0.0043325343	5.68053679198E-005	0.0102581977
808	chr2	155645661	155645990	155645780	19	promoter-TSS (uc008nlk.2)	promoter-TSS (NR_015528)	-886	uc008nlk.2	BC029722	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310008C15 product:unclassifiable, full insert sequence.	8.06	3.02	3.02	15.12	27.21	18.14	3.02	7.05	808-Per2_n3R16	0	mle	1	22.9425287356	10.4558508193	17.0806253072	12.4283333333	0.8004661119	0.7561252479	0.7002766968	0.000708068	0.000029855	0.0053913604
809	chr9	44295561	44296010	44295775	19	Intergenic	Intergenic	8924	uc009pdt.1	AK078316	Mus musculus adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030014I23 product:hypothetical protein, full insert sequence.	8.06	5.04	5.04	10.08	22.17	24.18	6.05	9.07	809-Per2_n3R16	1	burg	1	24.7950310559	8.8175259704	18.1797702398	12.4283333333	0.7846646742	0.7368123796	0.6290867897	0.0009977432	3.09903264132E-005	0.0055963883
810	chr17	3464091	3464371	3464250	17	intron (uc008aeo.1, intron 14 of 26)	intron (NM_011878, intron 14 of 26)	-68323	uc012ajf.1	Cldn20	claudin-20	5.04	5.04	8.06	14.11	20.15	22.17	4.03	26.2	810-Per2_n3R16	1	burg	1	27.7222222222	6.9804299155	15.9420881428	12.4283333333	0.7280140271	0.6675726998	0.5551339575	0.0028540349	4.49050878357E-005	0.0081091855
811	chr2	127997931	127998340	127998135	15	Intergenic	Intergenic	46361	uc008mgm.1	Bcl2l11	bcl-2-like protein 11 isoform 1	10.08	6.05	7.05	11.08	26.2	14.11	12.09	15.12	811-Per2_n3R16	0	burg	1	23.4823529412	7.2563509012	17.0487763143	12.4283333333	0.6315314502	0.5496495503	0.5391799311	0.0111892741	0.000105469	0.0190461283
812	chr10	127014231	127014680	127014445	12	intron (uc007hjx.1, intron 22 of 88)	intron (NM_008512, intron 22 of 88)	-42840	uc007hjw.1	Nxph4	neurexophilin 4	8.06	9.07	8.06	16.12	15.12	18.14	2.02	15.12	812-Per2_n3R16	1	mle	1	27.7222222222	3.8936358893	15.7206678	12.4283333333	0.6068480073	0.5194808978	0.333275122	0.0149803571	0.0001309219	0.0236425409
813	chr10	124927501	124927800	124927615	24	Intergenic	Intergenic	-162059	uc007hgy.1	Slc16a7	monocarboxylate transporter 2	7.05	4.03	3.02	12.09	26.2	22.17	2.02	12.09	813-Per2_n3R16	1	yule-walker	1	23.6213017751	10.2152506528	17.6287444675	12.4266666667	0.7866298899	0.7392143099	0.7142313076	0.000957417	3.07376883052E-005	0.0055507656
814	chr10	111063051	111063441	111063255	20	Intergenic	RSINE1|SINE|B4	119904	uc007haf.2	Phlda1	pleckstrin homology-like domain family A member	7.05	7.05	1.01	17.13	30.23	12.09	3.02	9.07	814-Per2_n3R16	0	burg	1	22.9425287356	10.2104124799	16.4192350983	12.4266666667	0.6126777555	0.5266061457	0.7544309609	0.0140063824	0.0001245832	0.0224978659
815	chr8	32260231	32260561	32260380	19	promoter-TSS (uc009ljg.2)	promoter-TSS (NM_144927)	-392	uc009ljg.2	BC019943	hypothetical protein LOC234138 isoform b	8.06	4.03	8.06	12.09	24.18	18.14	2.02	24.18	815-Per2_n3R16	1	burg	1	24.0481927711	7.6536285758	16.869260278	12.4266666667	0.7545955863	0.7000612721	0.5492733741	0.0017966797	3.68504095698E-005	0.0066546314
816	chr5	123676931	123677250	123677075	18	Intergenic	Intergenic	-1109	uc008znk.1	Psmd9	26S proteasome non-ATPase regulatory subunit 9	16.12	3.02	5.04	11.08	22.17	17.13	6.05	15.12	816-Per2_n3R16	0	burg	1	22.0552486188	8.4836476492	18.5132605111	12.4266666667	0.80232556	0.7583979067	0.5453495065	0.0006788555	2.9775126187E-005	0.0053769413
817	chr7	20334781	20335251	20335120	17	promoter-TSS (uc009fnd.2)	promoter-TSS (NM_008990)	-94	uc009fnd.2	Pvrl2	poliovirus receptor-related protein 2 isoform 1	9.07	3.02	3.02	11.08	18.14	30.23	2.02	9.07	817-Per2_n3R16	0	burg	1	25.7548387097	10.7088223495	18.7225115383	12.4266666667	0.7604173442	0.707176754	0.7631796042	0.0016126837	3.52633537398E-005	0.0063680329
818	chr11	73139971	73140390	73140235	16	Intergenic	Intergenic	-2044	uc007kal.1	Aspa	aspartoacylase	9.07	3.02	5.04	16.12	29.22	12.09	5.04	27.21	818-Per2_n3R16	0	burg	1	22.8114285714	10.185709352	16.3340294062	12.4266666667	0.7130039569	0.6492270584	0.696975084	0.0036344742	5.09848549666E-005	0.0092071003
819	chr5	123795921	123796350	123796115	14	intron (uc008zno.2, intron 1 of 5)	intron (NM_029850, intron 1 of 5)	1678	uc008zno.2	Bcl7a	B-cell CLL/lymphoma 7 protein family member A	9.07	7.05	8.06	10.08	20.15	20.15	1.01	6.05	819-Per2_n3R16	1	burg	1	25.2658227848	6.0559987231	17.9455019253	12.4266666667	0.7441326623	0.687273254	0.4456950329	0.0021680377	3.93550574776E-005	0.0071069333
820	chr10	74869491	74869930	74869775	14	promoter-TSS (uc007fqj.1)	promoter-TSS (NM_133995)	-69	uc007fqj.1	Upb1	beta-ureidopropionase	16.12	0	2.02	7.05	25.19	24.18	7.05	5.04	820-Per2_n3R16	0	mle	1	23.2093023256	12.6811782478	19.0341273018	12.4266666667	0.8667519292	0.8371412467	0.8089438114	0.0001150732	2.9775126187E-005	0.0053769413
821	chr17	31520251	31520710	31520455	13	Intergenic	Intergenic	-2699	uc008bva.2	Pde9a	high affinity cGMP-specific 3',5'-cyclic	7.05	4.03	5.04	18.14	20.15	20.15	7.05	15.12	821-Per2_n3R16	0	mle	1	23.4823529412	8.1345474126	16.6547324482	12.4266666667	0.7755892936	0.7257202477	0.5746081325	0.0012014234	3.23314456218E-005	0.0058385743
822	chr7	152115411	152115891	152115605	11	TTS (uc009kqt.1)	TTS (NM_007631)	10179	uc009kqt.1	Ccnd1	G1/S-specific cyclin-D1	11.08	7.05	6.05	11.08	23.18	16.12	6.05	12.09	822-Per2_n3R16	0	burg	1	23.3450292398	6.7553948755	17.8075526599	12.4266666667	0.7410744444	0.6835354321	0.4674687348	0.0022871104	4.02492401789E-005	0.0072684093
823	chr11	59848411	59848930	59848525	11	intron (uc007jfi.1, intron 1 of 6)	intron (NM_008819, intron 1 of 6)	1671	uc007jfi.1	Pemt	phosphatidylethanolamine N-methyltransferase	9.07	10.08	7.05	11.08	17.13	20.15	5.04	17.13	823-Per2_n3R16	1	burg	1	25.2658227848	4.96493848	18.5345652948	12.4266666667	0.6984254102	0.6314088347	0.3735202235	0.0045423057	5.84695170884E-005	0.0105587181
824	chrX	103382091	103382670	103382340	15	promoter-TSS (uc009ubo.1)	promoter-TSS (NM_008828)	-83	uc009ubo.1	Pgk1	phosphoglycerate kinase 1	13.1	1.01	5.04	13.1	26.2	15.12	5.04	4.03	824-Per2_n3R16	0	burg	1	22.1777777778	9.809211181	17.4752239557	12.2616666667	0.7652622478	0.7130983028	0.6512539202	0.0014710358	3.44675650021E-005	0.0062243254
825	chr8	36438291	36438821	36438675	11	promoter-TSS (uc009lkw.1)	promoter-TSS (NM_177741)	-239	uc009lkw.1	Ppp1r3b	protein phosphatase 1 regulatory subunit 3B	9.07	6.05	4.03	15.12	17.13	22.17	6.05	36.28	825-Per2_n3R16	1	burg	1	24.3414634146	7.0920202779	17.9280995163	12.2616666667	0.7444944524	0.6877154418	0.5228194707	0.0021542768	3.92617609916E-005	0.0070900853
