ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Cry2_CT0/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT4/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT8/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT12/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT16/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT20/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_KO/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry_Input/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
399	chr4	130597131	130597481	130597310	22	Intergenic	MLT1H2|LTR|MaLR	-30917	uc008uzy.1	AK020914	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930031H19 product:unclassifiable, full insert sequence.	3.52	2.64	9.69	20.25	29.94	14.09	3.52	11.45	399-Cry2_n3R17	0	burg	1	23.0751445087	11.4198616882	15.1217699563	13.355	0.7938603165	0.7480514979	0.7156752352	0.0008198364	0.0015268373	0.0101203254
400	chr9	104134341	104134750	104134515	21	intron (uc012gzk.1, intron 6 of 55)	intron (NM_001163026, intron 6 of 55)	30715	uc012gzk.1	Dnajc13	DnaJ (Hsp40) homolog, subfamily C, member 13	12.33	0.88	14.97	16.73	22.01	13.21	0.88	13.21	400-Cry2_n3R17	0	burg	1	22.9425287356	7.0849598625	15.3434600599	13.355	0.6287392177	0.5462368216	0.4790702663	0.0115759286	0.0054177744	0.0359105978
401	chr11	101488651	101489031	101488900	18	promoter-TSS (uc007lpp.1)	promoter-TSS (NM_025654)	-422	uc007lpp.1	Rdm1	RAD52 motif-containing protein 1	20.25	9.69	23.78	6.16	7.04	13.21	6.16	10.57	401-Cry2_n3R17	1	default	1	24	4.2661837673	3.0813746669	13.355	0.2198021919	0.0464249012	0.494161144	0.3272813563	0.0606415552	0.4019500142
402	chr4	47255031	47255400	47255275	17	intron (uc008sum.1, intron 2 of 39)	intron (NM_009928, intron 2 of 39)	34331	uc008sum.1	Col15a1	collagen alpha-1(XV) chain precursor	13.21	2.64	12.33	21.13	21.13	9.69	2.64	14.97	402-Cry2_n3R17	0	burg	1	21.9340659341	7.7650386249	15.174793498	13.355	0.698680414	0.631720506	0.4835465898	0.0045250474	0.0030667885	0.0203275737
403	chr4	133742831	133743380	133743065	16	promoter-TSS (uc008ved.2)	promoter-TSS (NM_144527)	-105	uc008ved.2	Ccdc21	coiled-coil domain-containing protein 21	7.04	7.04	7.93	17.61	25.54	14.97	4.4	3.52	403-Cry2_n3R17	0	mle	1	23.2093023256	7.8975434261	15.7560340087	13.355	0.7500957152	0.6945614297	0.5100312736	0.0019497623	0.0020313746	0.0134645468
404	chr14	69891701	69892090	69891940	16	intron (uc007ume.1, intron 1 of 3)	intron (NM_026331, intron 1 of 3)	11265	uc007ume.1	Slc25a37	mitoferrin-1	14.09	5.28	14.09	15.85	20.25	10.57	4.4	23.78	404-Cry2_n3R17	0	burg	1	22.1777777778	5.0363499968	15.4183910241	13.355	0.5688035793	0.4729821525	0.345589148	0.0227006432	0.0083918628	0.0556237282
405	chr4	128660901	128661520	128661115	12	Intergenic	PB1D7|SINE|Alu	-9299	uc008uvt.1	Ak2	adenylate kinase 2, mitochondrial isoform a	11.45	4.4	17.61	18.49	15.85	12.33	4.4	18.49	405-Cry2_n3R17	1	yule-walker	1	22.6818181818	5.1444100599	13.6189419855	13.355	0.6059269044	0.5183551054	0.3559280378	0.0151389423	0.0064195492	0.0425506552
406	chr19	34952351	34952751	34952585	11	intron (uc008hgw.2, intron 1 of 6)	promoter-TSS (NM_023792)	1394	uc008hgw.2	Pank1	pantothenate kinase 1 isoform 1	13.21	6.16	15.85	12.33	19.37	13.21	5.28	18.49	406-Cry2_n3R17	1	default	1	24	3.3503787638	15.4185153592	13.355	0.3712525777	0.2315309283	0.2983660012	0.1239204492	0.0286965165	0.1902089281
407	chr11	118109931	118110480	118110160	17	Intergenic	promoter-TSS (NM_001112699)	-36149	uc007mor.2	Cyth1	cytohesin-1 isoform 3	7.04	4.4	5.28	19.37	25.54	18.49	0.88	7.04	407-Cry2_n3R17	0	burg	1	23.2093023256	9.6488724158	16.3039194337	13.3533333333	0.8064264477	0.7634101027	0.6086203438	0.0006177419	0.0014876685	0.0098607032
408	chr5	119787751	119788211	119787890	13	Intergenic	Intergenic	-137954	uc008zgq.1	AK162140	Mus musculus in vitro fertilized eggs cDNA, RIKEN full-length enriched library, clone:7420434O15 product:unclassifiable, full insert sequence.	7.04	6.16	11.45	19.37	20.25	15.85	3.52	7.93	408-Cry2_n3R17	1	burg	1	24.0481927711	6.5706986738	14.6243374206	13.3533333333	0.8416703432	0.806485975	0.4160845544	0.0002500519	0.0013804098	0.0091497613
409	chr10	127058911	127059171	127058935	21	promoter-TSS (uc007hjx.1)	promoter-TSS (NM_008512)	-837	uc007hjx.1	Lrp1	prolow-density lipoprotein receptor-related	7.04	6.16	6.16	18.49	22.01	20.25	2.64	7.04	409-Cry2_n3R17	0	burg	1	23.2093023256	7.9199239777	16.5516002731	13.3516666667	0.7641383181	0.711724611	0.5227016618	0.0015029975	0.0018378967	0.0121821186
410	chr1	120355461	120355881	120355745	18	exon (uc007cih.2, exon 1 of 1)	3' UTR (NR_027901, exon 1 of 1)	171	uc007cih.2	2900060B14Rik	Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900042K03 product:unclassifiable, full insert sequence.	12.33	7.93	23.78	12.33	14.09	8.81	6.16	15.85	410-Cry2_n3R17	1	burg	1	23.6213017751	4.3049521757	9.9368616099	13.2116666667	0.3518952969	0.2078720295	0.3924332105	0.1420375847	0.031845806	0.2110833428
411	chr19	60871211	60871581	60871435	24	Intergenic	RCHARR1|DNA|MER1_type	-4800	uc008ibz.1	AK087340	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830012B05 product:unclassifiable, full insert sequence.	9.69	8.81	5.28	9.69	33.46	12.33	3.52	32.58	411-Cry2_n3R17	0	burg	1	23.7619047619	8.4713848637	16.9903446953	13.21	0.4360065412	0.3106746615	0.7032809131	0.0759859507	0.0198254899	0.1314091622
412	chr7	71898551	71898851	71898710	19	TTS (uc009hgj.2)	TTS (NM_007461)	119225	uc009hgm.1	Ndnl2	melanoma-associated antigen G1	11.45	7.93	11.45	15.85	18.49	14.09	1.76	7.04	412-Cry2_n3R17	0	mle	1	22.8114285714	4.218785562	15.8751059554	13.21	0.8240339066	0.7849303303	0.2580034326	0.0004021893	0.001452221	0.0096257468
413	chr8	116641261	116641750	116641545	12	Intergenic	Lx8|LINE|L1	-15974	uc009nnw.2	Nudt7	peroxisomal coenzyme A diphosphatase NUDT7	12.33	10.57	15.85	16.73	8.81	14.97	7.04	41.39	413-Cry2_n3R17	0	yule-walker	1	22.8114285714	1.5813949454	10.0967323835	13.21	0.1597605437	-0.0269593355	0.2175675976	0.4568922817	0.0791828699	0.5248472864
414	chr12	26470611	26471090	26470925	11	Intergenic	Intergenic	629271	uc007nfg.1	Rnf144a	probable E3 ubiquitin-protein ligase RNF144A	7.93	7.93	20.25	11.45	17.61	14.09	5.28	13.21	414-Cry2_n3R17	0	burg	1	24.95	3.5508902398	12.0937339045	13.21	0.3120877559	0.1592183683	0.350395301	0.1857371074	0.0390544535	0.2588643722
415	chr12	105642231	105642560	105642370	25	Intergenic	Intergenic	-2523	uc007oxg.1	Serpina3n	serine protease inhibitor A3N precursor	7.93	4.4	11.45	14.97	27.3	13.21	3.52	10.57	415-Cry2_n3R17	0	burg	1	23.6213017751	7.9856919319	15.3909969459	13.21	0.6803273879	0.6092890296	0.5443207797	0.0059043818	0.0035597379	0.0235949868
416	chr1	155544681	155545030	155544895	22	TTS (uc007dad.1)	TTS (NM_026380)	-42628	uc007dae.2	Rgs16	regulator of G-protein signaling 16	12.33	2.64	8.81	25.54	20.25	9.69	3.52	9.69	416-Cry2_n3R17	0	burg	1	22.0552486188	9.0260932629	15.1251009339	13.21	0.6859882806	0.6162078986	0.574723948	0.0054482416	0.0033904901	0.0224731629
417	chr17	26708351	26708690	26708505	20	intron (uc008bef.1, intron 1 of 9)	intron (NM_026170, intron 1 of 9)	10063	uc008bef.1	Ergic1	endoplasmic reticulum-Golgi intermediate	9.69	7.93	14.97	14.97	21.13	10.57	5.28	7.04	417-Cry2_n3R17	0	burg	1	23.2093023256	4.9000104938	14.0371571873	13.21	0.6479271251	0.5696887085	0.3330809992	0.0091168865	0.0046554403	0.030857624
418	chr5	90996781	90997150	90996915	19	Intergenic	Intergenic	48990	uc008ybc.1	Afm	afamin precursor	13.21	7.93	7.93	9.69	19.37	21.13	7.93	21.13	418-Cry2_n3R17	0	mle	1	24.0481927711	6.5117260575	19.1880757508	13.21	0.8547160895	0.822430776	0.4015433854	0.0001698161	0.0012773995	0.0084669784
419	chr12	106225071	106225530	106225250	29	intron (uc007oxr.1, intron 2 of 18)	PB1|SINE|Alu	11587	uc007oxr.1	4831426I19Rik	nesprin-3 isoform alpha	4.4	2.64	14.09	12.33	30.82	14.97	1.76	5.28	419-Cry2_n3R17	1	default	1	24	9.1928506259	15.1473068872	13.2083333333	0.5764831488	0.482368293	0.6939600673	0.0209371772	0.0079341733	0.0525900276
420	chr14	66596081	66596480	66596305	28	intron (uc007ujs.2, intron 6 of 8)	intron (NM_013492, intron 6 of 8)	8960	uc007ujs.2	Clu	clusterin precursor	2.64	6.16	8.81	32.58	19.37	9.69	4.4	13.21	420-Cry2_n3R17	0	burg	1	23.0751445087	11.8030525318	13.4254331977	13.2083333333	0.7277421834	0.6672404464	0.7610749062	0.0028668938	0.0024052885	0.0159429574
421	chr3	83842961	83843320	83843145	24	intron (uc008ppp.1, intron 2 of 34)	intron (NM_172681, intron 2 of 34)	943	uc008ppp.1	D930015E06Rik	transmembrane protein 131-like precursor	2.64	3.52	5.28	27.3	29.94	10.57	0	0	421-Cry2_n3R17	0	burg	1	22.6818181818	13.5398447734	14.8924443589	13.2083333333	0.7678488845	0.7162597477	0.8486570298	0.0013994858	0.0018044015	0.0119601024
422	chr8	48448741	48449100	48448925	24	Intergenic	Intergenic	-74164	uc009lqx.2	Stox2	storkhead-box protein 2 isoform 1	5.28	3.52	2.64	23.78	33.46	10.57	2.64	6.16	422-Cry2_n3R17	0	burg	1	22.6818181818	13.5377650783	15.5886556473	13.2083333333	0.7088570964	0.6441586733	0.872724418	0.0038768406	0.0028352276	0.01879272
423	chr7	148526381	148526720	148526570	22	intron (uc009kkt.1, intron 1 of 20)	intron (NM_133191, intron 1 of 20)	1649	uc009kkt.1	Eps8l2	epidermal growth factor receptor kinase	5.28	3.52	13.21	18.49	24.66	14.09	6.16	6.16	423-Cry2_n3R17	1	mle	1	23.6213017751	8.6578804301	14.5230282179	13.2083333333	0.8158472803	0.7749244537	0.549905551	0.0004935164	0.0014627766	0.0096957123
424	chr3	129590731	129591051	129590910	20	intron (uc012cxt.1, intron 1 of 3)	intron (NM_183423, intron 1 of 3)	9351	uc012cxt.1	Pla2g12a	group XIIA secretory phospholipase A2 isoform 1	8.81	3.52	16.73	15.85	22.01	12.33	3.52	18.49	424-Cry2_n3R17	0	burg	1	23.3450292398	6.5896209785	14.2495579702	13.2083333333	0.6647005422	0.5901895515	0.4487898813	0.007318934	0.0040609022	0.0269168507
425	chr5	53597651	53598190	53598035	19	intron (uc008xlc.1, intron 1 of 23)	intron (NM_172710, intron 1 of 23)	6771	uc008xlc.1	Sel1l3	protein sel-1 homolog 3	8.81	5.28	4.4	20.25	25.54	14.97	5.28	14.09	425-Cry2_n3R17	0	burg	1	22.0552486188	9.4309193069	16.438294025	13.2083333333	0.7555068171	0.7011749987	0.5901390586	0.0017668529	0.0019576427	0.0129758302
426	chr3	38027381	38027830	38027610	14	Intergenic	Intergenic	314949	uc008pba.1	AK134652	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330514A14 product:unclassifiable, full insert sequence.	9.69	6.16	20.25	9.69	20.25	13.21	8.81	28.18	426-Cry2_n3R17	0	mle	1	24.7950310559	3.4845503102	13.3003952979	13.2083333333	0.2229797456	0.0503085779	0.4072483414	0.3213257488	0.0597478462	0.396026249
427	chr7	91752931	91753420	91753110	14	intron (uc009iej.2, intron 1 of 13)	intron (NM_010176, intron 1 of 13)	1277	uc009iej.2	Fah	fumarylacetoacetase	14.97	3.52	11.45	9.69	21.13	18.49	7.04	22.89	427-Cry2_n3R17	1	mle	1	23.7619047619	6.327469985	18.2972097894	13.2083333333	0.6407206063	0.560880741	0.4404705372	0.0099872378	0.0049320056	0.0326907796
428	chr10	24668181	24668710	24668410	13	Intergenic	Intergenic	-21169	uc007erg.2	Arg1	arginase-1	19.37	6.16	13.21	11.45	12.33	16.73	4.4	18.49	428-Cry2_n3R17	0	burg	1	24.6419753086	3.5996597885	20.6847243741	13.2083333333	0.3645193135	0.2233013832	0.3150692628	0.1300051636	0.0297828497	0.1974094629
429	chr9	77878601	77879151	77878885	9	Intergenic	Intergenic	-20889	uc009qto.1	Gcm1	chorion-specific transcription factor GCMa	16.73	7.04	13.21	10.57	17.61	14.09	7.04	32.58	429-Cry2_n3R17	0	burg	1	23.3450292398	3.2297054108	18.6167584171	13.2083333333	0.4045300207	0.2722033587	0.2722102327	0.0970218209	0.0238493789	0.1580806783
430	chr10	95299121	95299601	95299300	16	Intergenic	Intergenic	90648	uc007gws.1	AK169506	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630086B13 product:unclassifiable, full insert sequence.	7.93	9.69	10.57	14.97	27.3	7.93	4.4	23.78	430-Cry2_n3R17	1	yule-walker	1	22.8114285714	6.6916259942	14.8841622721	13.065	0.4857003101	0.3714114901	0.5197013967	0.0501733595	0.0145823928	0.0966563766
431	chr9	119069891	119070181	119070005	27	Intergenic	Intergenic	-3825	uc009saj.1	Acaa1b	3-ketoacyl-CoA thiolase B, peroxisomal	13.21	3.52	7.93	14.97	27.3	11.45	0.88	9.69	431-Cry2_n3R17	0	burg	1	22.3016759777	8.594894637	16.6630331545	13.0633333333	0.6626166938	0.5876426258	0.5645788945	0.0075258603	0.0041329765	0.0273945807
432	chr2	26314271	26314800	26314555	19	3' UTR (uc008ivl.2, exon 34 of 34)	3' UTR (NM_008714, exon 34 of 34)	13070	uc008ivk.1	AK075572	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:0610009E02 product:unclassifiable, full insert sequence.	8.81	5.28	9.69	14.09	26.42	14.09	5.28	18.49	432-Cry2_n3R17	0	burg	1	23.6213017751	7.4647007958	15.9799343242	13.0633333333	0.6846330817	0.6145515442	0.5140453863	0.0055548534	0.0034427892	0.0228198164
433	chr5	145133061	145133401	145133175	20	Intergenic	Intergenic	13837	uc012egp.1	DMR	Mus musculus strain C57BL/6 Dmr isoform a; and DMRT1-DMR fusion protein (DMR) mRNA, partial cds, alternatively spliced.	9.69	7.04	8.81	12.33	23.78	16.73	6.16	24.66	433-Cry2_n3R17	1	burg	1	23.2093023256	6.408993877	17.0889003762	13.0633333333	0.7125132745	0.6486273355	0.4359326436	0.0036625207	0.0027478444	0.0182135189
434	chr12	76947571	76948010	76947795	16	intron (uc007nxp.1, intron 1 of 115)	MIRc|SINE|MIR	28485	uc007nxp.1	Syne2	nesprin-2	9.69	3.52	8.81	16.73	24.66	14.97	3.52	12.33	434-Cry2_n3R17	0	mle	1	23.2093023256	8.1510296387	16.0936696426	13.0633333333	0.8023412843	0.7584171252	0.5155145981	0.0006786125	0.0015037383	0.0099672186
435	chr8	32260241	32260600	32260420	13	promoter-TSS (uc009ljg.2)	promoter-TSS (NM_144927)	-368	uc009ljg.2	BC019943	hypothetical protein LOC234138 isoform b	14.09	8.81	12.33	15.85	15.85	11.45	2.64	14.97	435-Cry2_n3R17	0	burg	1	21.8142076503	2.8244728129	15.6189067711	13.0633333333	0.592032107	0.5013725752	0.1921813426	0.0176936297	0.0071021806	0.0470753363
436	chr7	147979521	147979790	147979635	28	Intergenic	Intergenic	-5902	uc009kid.2	Syce1	synaptonemal complex central element protein 1	9.69	0	7.04	16.73	27.3	17.61	7.93	10.57	436-Cry2_n3R17	0	mle	1	23.2093023256	10.5677678994	16.5498418511	13.0616666667	0.8156885874	0.7747304957	0.6667820683	0.0004954331	0.0014627766	0.0096957123
437	chr1	182209771	182210120	182210005	22	Intergenic	Intergenic	-23514	uc007dwd.2	Psen2	presenilin-2	6.16	5.28	7.93	19.37	24.66	14.97	4.4	15.85	437-Cry2_n3R17	1	yule-walker	1	22.9425287356	8.6775527918	15.5544952081	13.0616666667	0.8047656099	0.7613801898	0.5525054068	0.0006419533	0.0014876685	0.0098607032
438	chr17	29521701	29522021	29521905	15	Intergenic	Intergenic	24002	uc012aon.1	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	8.81	7.04	12.33	17.61	14.97	17.61	1.76	12.33	438-Cry2_n3R17	1	mle	1	26.2631578947	3.9544578317	14.4296050129	13.0616666667	0.6231533152	0.5394096074	0.3123808178	0.0123805844	0.0056593727	0.0375119823
439	chr13	103642931	103643340	103643140	13	intron (uc007rsb.2, intron 5 of 28)	intron (NM_175171, intron 5 of 28)	92791	uc007rsc.1	AK007100	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700099I09 product:unclassifiable, full insert sequence.	11.45	7.04	16.73	11.45	14.09	17.61	7.93	16.73	439-Cry2_n3R17	0	mle	1	26.091503268	1.9917820816	16.2190725638	13.0616666667	0.186158803	0.0053052036	0.2736537207	0.3957569188	0.0705434056	0.4675823828
440	chr18	46788931	46789370	46789165	15	Intergenic	Charlie7|DNA|MER1_type	31792	uc008evs.2	Eif1a	eukaryotic translation initiation factor 1A	7.04	11.45	12.33	19.37	18.49	9.69	3.52	30.82	440-Cry2_n3R17	0	mle	1	24.1939393939	5.4888892632	12.4291673186	13.0616666667	0.7906051884	0.744073008	0.3424195325	0.0008797244	0.0015512434	0.0102820964
441	chr18	75767441	75767720	75767585	26	intron (uc008fqg.1, intron 5 of 11)	intron (NM_201354, intron 5 of 11)	89770	uc008fqg.1	Gm672	CBP80/20-dependent translation initiation	0.88	7.04	7.04	26.42	22.89	14.09	3.52	5.28	441-Cry2_n3R17	0	burg	1	23.9041916168	10.354214653	13.9708518549	13.06	0.7373767396	0.6790160151	0.6968910665	0.0024378072	0.002213296	0.0146703753
442	chr14	19208731	19209060	19208925	25	Intergenic	Intergenic	-44537	uc007shu.1	Ube2e1	ubiquitin-conjugating enzyme E2 E1	4.4	3.52	7.04	18.49	29.94	14.97	1.76	7.04	442-Cry2_n3R17	0	burg	1	23.3450292398	10.8427373478	15.582283539	13.06	0.7623192947	0.7095013602	0.7130407839	0.0015558677	0.0018642052	0.0123564986
443	chr5	130676531	130677070	130676715	23	intron (uc008zuf.2, intron 4 of 8)	intron (NM_019983, intron 3 of 7)	-21405	uc008zui.2	0610007L01Rik	hypothetical protein LOC71667	7.93	2.64	7.93	15.85	30.82	12.33	2.64	10.57	443-Cry2_n3R17	0	burg	1	23.0751445087	10.3116369623	15.9080538033	12.9166666667	0.6941216574	0.6261486924	0.6959289018	0.0048413812	0.0031692959	0.021007023
444	chr11	78364111	78364630	78364320	19	promoter-TSS (uc007kjv.1)	promoter-TSS (NM_133706)	-133	uc007kjv.1	Tmem97	transmembrane protein 97	7.93	6.16	9.69	17.61	23.78	12.33	0.88	7.04	444-Cry2_n3R17	0	burg	1	22.8114285714	7.33972744	15.3466374113	12.9166666667	0.7782720454	0.7289991666	0.4701957438	0.0011381304	0.0016571943	0.0109843698
445	chr3	130352541	130352930	130352720	27	Intergenic	Intergenic	32369	uc012cxv.1	Agxt2l1	alanine--glyoxylate aminotransferase 2-like 1	4.4	2.64	9.69	21.13	29.06	10.57	5.28	5.28	445-Cry2_n3R17	0	burg	1	22.6818181818	11.3953792501	14.9350204331	12.915	0.7904440965	0.7438761179	0.7223012262	0.000882774	0.0015526289	0.01029128
446	chr9	72569171	72569470	72569295	23	exon (uc009qqe.1, exon 12 of 29)	exon (NM_010890, exon 12 of 29)	59166	uc009qqe.1	Nedd4	E3 ubiquitin-protein ligase NEDD4	6.16	4.4	12.33	10.57	26.42	17.61	6.16	17.61	446-Cry2_n3R17	1	burg	1	24.95	7.1115567664	15.8781468764	12.915	0.5730768679	0.4782050608	0.5728415974	0.0217056897	0.0081364571	0.0539308241
447	chr8	96911271	96911810	96911480	13	intron (uc009mwg.1, intron 1 of 7)	intron (NM_022331, intron 1 of 7)	1140	uc009mwg.1	Herpud1	homocysteine-responsive endoplasmic	14.09	7.04	11.45	8.81	16.73	19.37	6.16	14.09	447-Cry2_n3R17	0	mle	1	24.490797546	4.8392740466	19.4789204976	12.915	0.6881515286	0.6188518683	0.3332083078	0.0052813663	0.003331497	0.0220821394
448	chr1	136134151	136134420	136134260	21	Intergenic	Intergenic	-2277	uc007crk.1	Adora1	adenosine receptor A1	6.16	5.28	9.69	23.78	20.25	12.33	2.64	2.64	448-Cry2_n3R17	0	burg	1	23.0751445087	8.5006268706	14.3296100031	12.915	0.8192123087	0.7790372662	0.5350628776	0.0004542133	0.0014582596	0.0096657724
449	chr5	104277641	104278010	104277780	18	intron (uc008yjt.1, intron 18 of 19)	intron (NM_001080798, intron 18 of 19)	62423	uc008yjv.1	Klhl8	kelch-like protein 8	13.21	4.4	9.69	15.85	20.25	14.09	0.88	16.73	449-Cry2_n3R17	0	burg	1	22.1777777778	6.1058389625	16.7165013574	12.915	0.7637878703	0.7112962859	0.3829817908	0.001513073	0.0018378967	0.0121821186
450	chr11	60693041	60693360	60693205	15	promoter-TSS (uc007jgs.2)	promoter-TSS (NM_001168507)	580	uc007jgt.1	AK140192	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230337M11 product:unclassifiable, full insert sequence.	10.57	7.04	7.93	16.73	17.61	17.61	5.28	22.89	450-Cry2_n3R17	0	burg	1	23.4823529412	5.277790179	16.8378328242	12.915	0.788160214	0.741084706	0.3512954283	0.0009269021	0.001570872	0.0104122006
451	chr17	46575341	46575930	46575680	13	promoter-TSS (uc008csw.2)	promoter-TSS (NM_144856)	-209	uc008csw.2	Slc22a7	solute carrier family 22 member 7	9.69	5.28	17.61	15.85	19.37	9.69	7.93	21.13	451-Cry2_n3R17	1	yule-walker	1	22.6818181818	5.6479860068	13.5655555845	12.915	0.6532816066	0.5762330747	0.3889733011	0.0085093418	0.0044494771	0.0294924393
452	chr4	46882871	46883291	46883195	11	intron (uc008sug.1, intron 2 of 18)	intron (NM_001081141, intron 2 of 18)	121505	uc008sug.1	Gabbr2	gamma-aminobutyric acid type B receptor subunit	7.93	7.04	14.97	12.33	19.37	15.85	5.28	14.97	452-Cry2_n3R17	1	yule-walker	1	26.091503268	4.007420987	14.3862490302	12.915	0.5437471514	0.4423576295	0.3378208871	0.0292701636	0.0099966818	0.0662609392
453	chr12	76573961	76574550	76574235	11	intron (uc007nxe.1, intron 5 of 13)	intron (NM_012024, intron 5 of 13)	-56487	uc007nxd.1	Gphb5	glycoprotein hormone beta-5 precursor	6.16	8.81	12.33	17.61	20.25	12.33	6.16	27.3	453-Cry2_n3R17	0	mle	1	24.0481927711	5.7728437835	13.6500794155	12.915	0.8224758289	0.7830260132	0.3726955073	0.0004184646	0.0014546918	0.0096421237
454	chr11	68912151	68912540	68912275	19	Intergenic	promoter-TSS (NM_011065)	-1315	uc007jph.2	Per1	period circadian protein homolog 1	5.28	4.4	9.69	22.01	22.01	14.09	0.88	7.04	454-Cry2_n3R17	0	mle	1	23.0751445087	8.8035770902	14.7504175858	12.9133333333	0.8451803959	0.8107760395	0.5548478065	0.0002260564	0.0013711916	0.0090886599
455	chr11	60230491	60230950	60230685	18	promoter-TSS (uc007jfv.2)	promoter-TSS (NM_145427)	73	uc007jfw.2	4933439F18Rik	hypothetical protein LOC66771	7.04	3.52	7.04	24.66	18.49	16.73	1.76	3.52	455-Cry2_n3R17	1	burg	1	22.4269662921	8.5895585243	15.4492935631	12.9133333333	0.6969448867	0.629599306	0.5836936217	0.0046435195	0.0031037095	0.0205722971
456	chr14	45838861	45839460	45839145	20	promoter-TSS (uc007tgl.2)	promoter-TSS (NM_172597)	66	uc007tge.1	Txndc16	thioredoxin domain-containing protein 16	8.81	6.16	8.81	16.73	26.42	9.69	5.28	7.93	456-Cry2_n3R17	0	burg	1	22.8114285714	7.8895752461	15.4337435042	12.77	0.6616745072	0.5864910644	0.5411659974	0.0076208998	0.0041603445	0.0275759833
457	chr12	85740661	85741100	85740870	18	intron (uc007ofh.1, intron 2 of 14)	intron (NM_001026214, intron 2 of 15)	9099	uc007ofh.1	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	11.45	2.64	13.21	13.21	26.42	9.69	0.88	10.57	457-Cry2_n3R17	0	burg	1	23.0751445087	7.2919016522	15.4990298542	12.77	0.5327114871	0.4288695953	0.5542372934	0.0325936482	0.0107601186	0.0713212217
458	chr6	70763871	70764330	70764075	30	Intergenic	Intergenic	-21931	uc009cfy.1	Rpia	ribose-5-phosphate isomerase	11.45	3.52	2.64	14.09	31.7	13.21	0.88	6.16	458-Cry2_n3R17	0	burg	1	22.8114285714	11.0260729386	17.0736559125	12.7683333333	0.6755597905	0.6034619661	0.7499831652	0.0063111141	0.0037282002	0.0247116046
459	chr19	58000271	58000640	58000445	22	intron (uc008iai.2, intron 26 of 28)	intron (NM_181415, intron 26 of 28)	314931	uc008iai.2	Atrnl1	attractin-like protein 1 precursor	4.4	7.04	12.33	16.73	23.78	12.33	3.52	17.61	459-Cry2_n3R17	0	burg	1	23.7619047619	7.2712127395	14.1467383765	12.7683333333	0.7536506774	0.6989063834	0.4955156696	0.001828021	0.0019767595	0.0131025415
460	chr2	25080301	25080581	25080375	21	promoter-TSS (uc008iqs.2)	promoter-TSS (NM_146116)	-219	uc008iqs.2	Tubb2c	tubulin beta-2C chain	9.69	5.28	14.09	13.21	20.25	14.09	4.4	14.09	460-Cry2_n3R17	1	burg	1	22.4269662921	4.8655068198	15.6809519833	12.7683333333	0.603080114	0.5148756949	0.3577822848	0.0156373393	0.006547158	0.0433964833
